Rk,Player,Nation,Pos,Club,League,Age,Recov%,Int,Int_rk,Int%,BlkSh,Blksh_rk,Blksh%,BlkPass,BlkPass_rk,BlkPass%,Clr,clr_rk,Clr%,Tkl,Tkl_rk,Tkl%,Press,Press_rk,Press%,Blocks,Blocks_rk,Blocks%
643,Tom Davies,ENG,MF,Everton,Premier League,23,54.2651593,3.08,2822,96.64268585,0.38,2092,71.63412127,1.15,1714,58.68448099,2.69,2304,80.32786885,1.54,1443,49.40047962,18.8,2059,70.50359712,1.54,1705,58.37615622
644,Keinan Davis,ENG,FW,Aston Villa,Premier League,24,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,691,23.63823227,0,1,0
645,Pawe? Dawidowicz,POL,DF,Hellas Verona,Serie A,27,75.02569373,1.65,1908,65.33059267,0.83,2677,91.67523124,0.98,1429,48.92086331,4.36,2644,92.18695501,2.33,2205,75.50531004,16.4,1678,57.45118191,1.8,2072,70.94895512
646,Craig Dawson,ENG,DF,West Ham,Premier League,32,65.74169236,0.98,1203,41.17848578,1.8,2903,99.41760877,0.36,616,21.0688592,4.74,2703,94.24485525,1.08,974,33.33333333,6.5,361,12.33299075,2.16,2481,84.96060295
647,Kevin De Bruyne,BEL,MF,Manchester City,Premier League,30,46.28297362,0.57,874,29.90750257,0.08,1154,39.49982871,1.31,1989,68.10551559,0.73,1170,40.77432857,0.9,787,26.9270298,14.7,1394,47.72182254,1.39,1484,50.80507023
648,Konrad De La Fuente,USA,FWDF,Marseille,Ligue 1,20,15.55327167,0.69,963,32.95649195,0,1,0,1.61,2389,81.80883864,0.46,895,31.18242065,0.92,800,27.3723878,14.7,1394,47.72182254,1.61,1794,61.4251456
649,Sebastien De Maio,FRA,DF,Udinese,Serie A,35,96.81397739,2.5,2633,90.16786571,0.4,2134,73.0729702,0.5,704,24.08359027,3,2388,83.25776073,3,2618,89.65399109,17,1768,60.5344296,3,2818,96.50565262
650,Tommaso De Nipoti,ITA,MF,Atalanta,Serie A,18,79.75334018,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,40,2864,98.08153477,0,1,0
651,Rodrigo De Paul,ARG,MF,Atlético Madrid,La Liga,28,67.55738267,1.3,1517,51.93559438,0.13,1346,46.07742378,1.34,2050,70.19527235,0.79,1231,42.90198814,2.34,2215,75.84789311,21.1,2363,80.91812264,1.46,1594,54.57348407
652,Mattia De Sciglio,ITA,DF,Juventus,Serie A,29,59.12983899,2,2253,77.1497088,0.08,1154,39.49982871,1.92,2651,90.78451524,2.92,2372,82.69968608,1.54,1443,49.40047962,10.5,793,27.13257965,2,2313,79.20520726
653,Lorenzo De Silvestri,ITA,DF,Bologna,Serie A,34,47.48201439,1.18,1400,47.92737239,0.31,1938,66.3583419,1.73,2516,86.15964371,2.12,2112,73.63097314,1.14,1040,35.59438164,9.92,686,23.46694073,2.04,2379,81.46625557
654,Saulo Decarli,SUI,DF,Bochum,Bundesliga,30,98.83521754,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,30,2777,95.10106201,0,1,0
655,Troy Deeney,ENG,FW,Watford,Premier League,33,0,0,1,0,0,1,0,0,1,0,1.1,1528,53.26124869,0,1,0,23.3,2542,87.05035971,0,1,0
656,Grégoire Defrel,MTQ,FW,Sassuolo,Serie A,30,15.51901336,0.4,702,24.01507366,0.13,1346,46.07742378,0.66,930,31.8259678,0.66,1091,38.01883502,1.32,1234,42.24049332,19,2080,71.22302158,0.79,792,27.09832134
657,Alessandro Deiola,ITA,MF,Cagliari,Serie A,26,76.15621788,1.56,1794,61.4251456,0.42,2172,74.37478589,1.31,1989,68.10551559,1.56,1852,64.5622602,1.81,1735,59.40390545,17.6,1857,63.58341898,1.73,1991,68.1740322
658,Romain Del Castillo,FRA,MFFW,Brest,Ligue 1,26,71.25727989,1.2,1417,48.50976362,0,1,0,1.39,2116,72.45632066,0.37,809,28.18276945,2.41,2275,77.90339157,23.5,2558,87.59849263,1.39,1484,50.80507023
659,Romain Del Castillo,FRA,MFFW,Rennes,Ligue 1,26,40.52757794,3.33,2856,97.80746831,0,1,0,3.33,2888,98.90373416,0,1,0,6.67,2913,99.76019185,30,2777,95.10106201,3.33,2841,97.2935937
660,Thomas Delaine,FRA,DF,Metz,Ligue 1,30,31.10654334,1.63,1883,64.47413498,0.23,1711,58.58170606,0.78,1095,37.47858856,1.13,1564,54.51691664,2.18,2098,71.83967112,13.5,1217,41.65810209,1.01,1019,34.87495718
661,Thomas Delaney,DEN,MF,Dortmund,Bundesliga,30,99.45186708,0.5,793,27.13257965,0,1,0,0,1,0,0,1,0,0,1,0,10,691,23.63823227,0,1,0
662,Thomas Delaney,DEN,MF,Sevilla,La Liga,30,82.9393628,1.22,1442,49.36622131,0.76,2623,89.82528263,0.99,1445,49.46899623,2.03,2078,72.44506453,2.5,2338,80.06166495,15.5,1532,52.449469,1.74,2003,68.58513189
663,Liam Delap,ENG,FW,Manchester City,Premier League,19,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,20,2207,75.57382665,0,1,0
664,Sacha Delaye,FRA,MFFW,Montpellier,Ligue 1,20,57.45118191,0.69,963,32.95649195,0,1,0,0.34,600,20.52072628,0.69,1124,39.16986397,2.41,2275,77.90339157,27.9,2747,94.07331278,0.34,528,18.05412813
665,Filippo Delli Carri,ITA,DF,Salernitana,Serie A,23,42.34326824,1.89,2159,73.92942789,0.81,2660,91.09284001,1.89,2636,90.27064063,3.51,2488,86.74572724,2.97,2600,89.03734156,17.8,1894,64.85097636,2.7,2761,94.55292909
666,Andy Delort,ALG,FW,Nice,Ligue 1,30,12.0931826,0.48,773,26.4474135,0.15,1424,48.74957177,0.51,739,25.28263104,0.48,908,31.6358563,0.55,589,20.14388489,12.4,1043,35.69715656,0.66,672,22.98732443
667,Andy Delort,ALG,FW,Montpellier,Ligue 1,30,16.20417951,0,1,0,0,1,0,1,1454,49.777321,2,2057,71.71259156,0.67,647,22.13086674,8.67,543,18.56800274,1,995,34.05275779
668,Fabian Delph,ENG,MF,Everton,Premier League,32,90.85303186,2.57,2674,91.57245632,0.68,2534,86.77629325,1.08,1602,54.84755053,1.22,1629,56.78409487,2.57,2395,82.01438849,17.2,1804,61.76772867,1.76,2023,69.27029805
669,Moussa Dembélé,FRA,FW,Lyon,Ligue 1,25,11.40801644,0.33,657,22.47344981,0.16,1460,49.98287085,0.82,1151,39.39705379,1.02,1453,50.64527381,0.69,663,22.67899966,12.9,1130,38.67762933,0.98,978,33.47036656
670,Ousmane Dembélé,FRA,FW,Barcelona,La Liga,25,22.54196643,0.83,1073,36.72490579,0,1,0,0.7,990,33.88146626,0.06,558,19.42797349,1.66,1572,53.8198013,15.2,1483,50.77081192,0.7,717,24.52894827
671,Yusuf Demir,AUT,FW,Barcelona,La Liga,18,64.81671805,0,1,0,0,1,0,2.38,2819,96.53991093,0.48,908,31.6358563,0.95,830,28.40013703,18.6,2029,69.47584789,2.38,2632,90.1336074
672,Merih Demiral,TUR,DF,Atalanta,Serie A,24,72.97019527,2.58,2677,91.67523124,0.7,2555,87.49571771,1.22,1828,62.58992806,4.04,2602,90.72200907,1.88,1799,61.59643714,16.2,1641,56.18362453,1.92,2225,76.19047619
673,Kerem Demirbay,GER,MF,Leverkusen,Bundesliga,28,79.75334018,2.24,2481,84.96060295,0.44,2225,76.19047619,1.27,1929,66.05001713,0.96,1405,48.97104988,2.59,2410,82.5282631,19.3,2111,72.28502912,1.71,1964,67.2490579
674,Ermedin Demirovi?,BIH,FWMF,Freiburg,Bundesliga,24,25.52243919,0.31,641,21.92531689,0.31,1938,66.3583419,1.86,2624,89.85954094,0.72,1165,40.59993024,1.55,1465,50.15416238,23.9,2582,88.42069202,2.16,2481,84.96060295
675,Diego Demme,GER,MF,Napoli,Serie A,30,86.84480987,1.56,1794,61.4251456,0.26,1803,61.73347037,1.56,2334,79.92463172,0.52,952,33.17056156,2.47,2320,79.44501542,28.7,2760,94.51867078,1.82,2091,71.59986297
676,Jason Denayer,BEL,DF,Lyon,Ligue 1,26,40.52757794,1.62,1877,64.26858513,0.9,2730,93.49092155,0.99,1445,49.46899623,4.05,2605,90.82664806,0.99,860,29.42788626,7.03,400,13.66906475,1.89,2194,75.12846865
677,Leander Dendoncker,BEL,MF,Wolves,Premier League,27,61.01404591,1.11,1335,45.70058239,0.51,2329,79.75334018,1.66,2441,83.59027064,1.52,1826,63.65538891,2.07,1994,68.27680713,20.4,2291,78.45152449,2.17,2493,85.37170264
678,Emmanuel Dennis,NGA,FWMF,Watford,Premier League,24,31.72319287,0.87,1109,37.95820486,0.07,1119,38.30078794,1.15,1714,58.68448099,0.49,924,32.19393094,1.6,1518,51.96985269,19.6,2165,74.13497773,1.22,1233,42.20623501
679,Fabio Depaoli,ITA,MFDF,Sampdoria,Serie A,25,32.7166838,1.67,1916,65.60465913,0.83,2677,91.67523124,0.83,1173,40.15073655,0.83,1283,44.71573073,2.5,2338,80.06166495,30,2777,95.10106201,1.67,1881,64.40561836
680,Fabio Depaoli,ITA,DF,Hellas Verona,Serie A,25,52.79205207,1.28,1502,51.42171977,0.26,1803,61.73347037,1.67,2447,83.79582049,2.44,2223,77.50261597,1.54,1443,49.40047962,16.2,1641,56.18362453,1.92,2225,76.19047619
681,Memphis Depay,NED,FW,Barcelona,La Liga,28,17.12915382,0.34,664,22.71325797,0.1,1227,42.00068517,0.53,759,25.96779719,0.15,615,21.41611441,0.58,605,20.69201781,10.3,766,26.20760534,0.63,649,22.19938335
682,Mike van der Hoorn,NED,DF,Arminia,Bundesliga,29,0,0,1,0,0,1,0,0.5,704,24.08359027,5,2735,95.36100453,1,871,29.80472765,25,2645,90.5789654,5,2884,98.76670092
683,Arthur Desmas,FRA,GK,Clermont Foot,Ligue 1,28,15.2449469,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0.14,198,6.748886605,0,1,0
684,Sergiño Dest,USA,DFFW,Barcelona,La Liga,21,38.78040425,1.01,1250,42.78862624,0.24,1740,59.57519699,1.31,1989,68.10551559,0.83,1283,44.71573073,2.14,2059,70.50359712,14.1,1305,44.67283316,1.55,1721,58.92428914
685,Mattia Destro,ITA,FW,Genoa,Serie A,31,8.530318602,0.31,641,21.92531689,0.1,1227,42.00068517,0.82,1151,39.39705379,0.82,1269,44.22741542,0.72,684,23.39842412,13.8,1262,43.19972593,0.93,924,31.62041795
686,Gerard Deulofeu,ESP,FWMF,Udinese,Serie A,28,20.28091812,0.93,1157,39.60260363,0,1,0,0.82,1151,39.39705379,0.14,609,21.20683641,0.55,589,20.14388489,16.9,1751,59.95203837,0.82,821,28.09181226
687,Kiernan Dewsbury Hall,ENG,MF,Leicester City,Premier League,23,70.05823912,1.15,1373,47.00239808,0.34,2015,68.99623159,1.62,2400,82.18568003,1.2,1613,56.22602023,1.71,1632,55.87529976,20,2207,75.57382665,1.97,2283,78.17745803
688,Jacopo Dezi,ITA,MF,Venezia,Serie A,30,99.45186708,0.5,793,27.13257965,0,1,0,0.5,704,24.08359027,0,1,0,0,1,0,20,2207,75.57382665,5,2884,98.76670092
689,Samuel Di Carmine,ITA,FW,Hellas Verona,Serie A,33,22.67899966,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,5,314,10.72285029,0,1,0
690,Federico Di Francesco,ITA,FWMF,Empoli,Serie A,27,24.94004796,0.72,997,34.12127441,0.13,1346,46.07742378,1.05,1557,53.30592669,0.53,959,33.41471922,0.92,800,27.3723878,18.4,1989,68.10551559,1.18,1194,40.87016101
691,Giovanni Di Lorenzo,ITA,DF,Napoli,Serie A,28,48.33847208,1.44,1678,57.45118191,0.34,2015,68.99623159,1.19,1776,60.80849606,1.13,1564,54.51691664,2.16,2075,71.05173004,11.9,982,33.60739979,1.54,1705,58.37615622
692,Ángel Di María,ARG,FW,Paris S-G,Ligue 1,34,24.39191504,0.98,1203,41.17848578,0,1,0,0.87,1242,42.51455978,0.1.6,#VALUE!,#VALUE!,1.64,1553,53.16889346,14.6,1380,47.24220624,0.87,863,29.53066119
693,Francesco Di Mariano,ITA,FW,Venezia,Serie A,26,0,0,1,0,1.43,2870,98.28708462,1.43,2164,74.10071942,0,1,0,1.43,1330,45.52929085,8.57,532,18.19116136,2.86,2794,95.68345324
694,Francesco Di Tacchio,ITA,MF,Salernitana,Serie A,32,84.58376156,2.59,2684,91.9150394,0.65,2501,85.6457691,1.15,1714,58.68448099,1.65,1897,66.13184513,1.29,1199,41.04145255,14.2,1327,45.42651593,1.8,2072,70.94895512
695,Boulaye Dia,SEN,FW,Villarreal,La Liga,25,6.577595067,0.64,917,31.3806098,0.07,1119,38.30078794,0.71,997,34.12127441,0.28,718,25.00871992,0.71,678,23.19287427,14.9,1431,48.98937992,0.78,787,26.9270298
696,Moussa Diaby,FRA,FWMF,Leverkusen,Bundesliga,22,31.48338472,0.68,956,32.7166838,0,1,0,0.39,638,21.82254197,0.1,584,20.33484479,0.62,620,21.20589243,11.2,881,30.14731072,0.39,544,18.60226105
697,Yadaly Diaby,FRA,FWMF,Clermont Foot,Ligue 1,21,31.27783487,4.29,2918,99.93148338,0,1,0,0,1,0,1.43,1770,61.70212766,0,1,0,25.7,2678,91.70948955,0,1,0
698,Mouctar Diakhaby,FRA,DF,Valencia,La Liga,25,77.83487496,2.59,2684,91.9150394,0.93,2746,94.03905447,1.39,2116,72.45632066,4.91,2721,94.87268922,2.13,2046,70.05823912,11.3,893,30.55841041,2.31,2585,88.52346694
699,Ibrahim Diakité,FRA,MF,Reims,Ligue 1,18,3.905447071,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4,296,10.10620075,0,1,0
700,Abdou Diallo,SEN,DF,Paris S-G,Ligue 1,26,33.81294964,1.34,1567,53.64850976,0.31,1938,66.3583419,1.13,1683,57.62247345,2.06,2090,72.86362051,2.47,2320,79.44501542,12.2,1018,34.84069887,1.44,1570,53.75128469
701,Habib Diallo,SEN,FW,Strasbourg,Ligue 1,26,15.2449469,0.35,669,22.8845495,0.41,2157,73.86091127,0.47,688,23.53545735,0.64,1077,37.53051971,0.53,578,19.76704351,15.8,1581,54.12812607,0.88,873,29.87324426
702,Ibrahima Diallo,FRA,MF,Southampton,Premier League,23,68.37958205,1.49,1725,59.06132237,0,1,0,0.88,1258,43.0626927,0.79,1231,42.90198814,2.37,2247,76.94415896,20.1,2257,77.28674203,0.88,873,29.87324426
703,Mouhamadou Diarra,SEN,MF,Strasbourg,Ligue 1,18,51.59301131,2.5,2633,90.16786571,0,1,0,0,1,0,1.67,1906,66.44576212,3.33,2721,93.18259678,18.3,1975,67.62589928,0,1,0
704,Stéphane Diarra,FRA,FWMF,Lorient,Ligue 1,23,31.17505995,1.72,1976,67.66015759,0,1,0,0.69,976,33.40184995,0.17,619,21.55563307,2.24,2141,73.31277835,17.9,1907,65.29633436,0.69,707,24.18636519
705,Raphael Dias Belloli,BRA,FWMF,Leeds United,Premier League,25,39.22576225,1.33,1544,52.86056869,0.06,1078,36.89619733,1.76,2544,87.11887633,0.71,1139,39.69305895,1.67,1576,53.95683453,17.7,1878,64.30284344,1.82,2091,71.59986297
706,Rúben Dias,POR,DF,Manchester City,Premier League,25,59.67797191,1.42,1642,56.21788284,0.49,2297,78.65707434,0.56,790,27.02980473,2.92,2372,82.69968608,1.27,1178,40.32202809,5.73,341,11.6478246,1.05,1059,36.24528948
707,Krepin Diatta,SEN,MFDF,Monaco,Ligue 1,23,55.94381638,0.94,1164,39.84241178,0,1,0,1.25,1882,64.43987667,0,1,0,1.25,1150,39.36279548,14.7,1394,47.72182254,1.25,1284,43.9534087
708,Amadou Diawara,GUI,MF,Roma,Serie A,24,79.75334018,0,1,0,0,1,0,1.05,1557,53.30592669,1.05,1481,51.62190443,2.11,2026,69.37307297,15.8,1581,54.12812607,1.05,1059,36.24528948
709,Brahim Díaz,ESP,MF,Milan,Serie A,22,38.84892086,0.58,880,30.11305242,0.1,1227,42.00068517,0.29,577,19.7327852,0.29,729,25.39239623,1.65,1561,53.44295992,17.9,1907,65.29633436,0.39,544,18.60226105
710,Javier Díaz,ESP,GK,Sevilla,La Liga,25,4.761904762,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
711,Luis Díaz,COL,FW,Liverpool,Premier League,25,53.75128469,0.38,689,23.56971566,0.09,1192,40.8016444,0.75,1053,36.03973964,0.19,634,22.07882804,1.13,1027,35.14902364,15.4,1514,51.83281946,0.85,843,28.84549503
712,Víctor Díaz,ESP,DF,Granada,La Liga,33,73.24426173,1.86,2123,72.69612881,0.9,2730,93.49092155,0.72,1018,34.84069887,4.37,2650,92.396233,1.56,1476,50.53100377,9.22,610,20.86330935,1.62,1808,61.9047619
713,Daniel Didavi,GER,FWMF,Stuttgart,Bundesliga,32,32.47687564,0.32,652,22.30215827,0.32,1974,67.59164097,0.32,591,20.21240151,0.32,770,26.8224625,2.58,2403,82.28845495,22.9,2512,86.02261048,0.65,666,22.78177458
714,Bamba Dieng,SEN,FWMF,Marseille,Ligue 1,22,6.954436451,0.65,927,31.72319287,0,1,0,0.37,621,21.24015074,0.74,1183,41.22776421,1.67,1576,53.95683453,15.5,1532,52.449469,0.37,538,18.3967112
715,Eric Dier,ENG,DF,Tottenham,Premier League,28,45.70058239,1.38,1604,54.91606715,1.11,2818,96.50565262,0.53,759,25.96779719,4.93,2722,94.90756889,0.73,689,23.56971566,5.31,327,11.16820829,1.64,1839,62.96676944
716,Elhadji Dieye,SEN,MFFW,Saint-Étienne,Ligue 1,19,22.67899966,0.5,793,27.13257965,0,1,0,0.5,704,24.08359027,0,1,0,1,871,29.80472765,32.5,2833,97.01952724,5,2884,98.76670092
717,Lucas Digne,FRA,DF,Aston Villa,Premier League,28,63.99451867,2.27,2511,85.98835218,0.57,2391,81.87735526,1.49,2247,76.94415896,2.98,2385,83.15312173,1.35,1262,43.19972593,11.1,866,29.63343611,2.06,2399,82.15142172
718,Lucas Digne,FRA,DF,Everton,Premier League,28,86.84480987,2.38,2579,88.31791709,0.38,2092,71.63412127,1.77,2555,87.49571771,2.31,2178,75.93303104,2.69,2462,84.3096951,12.4,1043,35.69715656,2.15,2476,84.78931141
719,Virgil van Dijk,NED,DF,Liverpool,Premier League,30,94.27886262,1.38,1604,54.91606715,0.47,2266,77.5950668,0.44,670,22.91880781,3.97,2578,89.8848971,0.62,620,21.20589243,3.65,294,10.03768414,0.91,893,30.55841041
720,Mitchell Dijks,NED,DF,Bologna,Serie A,29,22.37067489,1.17,1395,47.75608085,0.26,1803,61.73347037,1.3,1973,67.55738267,0.91,1354,47.19218696,2.86,2545,87.15313464,19.2,2103,72.01096266,1.56,1732,59.30113052
721,Javairô Dilrosun,NED,FW,Hertha BSC,Bundesliga,23,40.52757794,1.33,1544,52.86056869,0,1,0,0.67,945,32.33984241,0.67,1104,38.47227067,2,1906,65.26207605,24.7,2632,90.1336074,0.67,680,23.26139089
722,Javairô Dilrosun,NED,MFFW,Bordeaux,Ligue 1,23,17.23192874,1.25,1464,50.11990408,0.1,1227,42.00068517,0.89,1276,43.67934224,0.1.6,#VALUE!,#VALUE!,0.73,689,23.56971566,13,1141,39.05447071,0.99,984,33.67591641
723,Federico Dimarco,ITA,DF,Inter,Serie A,24,63.6861939,1.7,1956,66.97499144,0.06,1078,36.89619733,1.13,1683,57.62247345,0.82,1269,44.22741542,1.38,1290,44.15895855,11.5,924,31.62041795,1.19,1207,41.31551901
724,Landry Dimata,BEL,FWMF,Espanyol,La Liga,24,6.714628297,0.5,793,27.13257965,0,1,0,0.33,595,20.34943474,1.17,1590,55.42378793,0.5,560,19.15039397,15,1441,49.331963,0.33,523,17.88283659
725,Stole Dimitrievski,MKD,GK,Rayo Vallecano,La Liga,28,22.67899966,0,1,0,0,1,0,0,1,0,0.03,521,18.13742588,0,1,0,0.06,143,4.864679685,0,1,0
726,Junior Dina Ebimbe,FRA,MF,Paris S-G,Ligue 1,21,39.43131209,1.14,1366,46.76258993,0.57,2391,81.87735526,0.29,577,19.7327852,0.86,1311,45.69236135,2.29,2178,74.58033573,25.7,2678,91.70948955,0.86,849,29.05104488
727,Tristan Dingomé,CMR,MFFW,Troyes,Ligue 1,31,56.14936622,1.42,1642,56.21788284,0.08,1154,39.49982871,0.58,820,28.05755396,0.25,681,23.71817231,1.83,1751,59.95203837,16,1611,55.1558753,0.67,680,23.26139089
728,Sinaly Diomande,CIV,DF,Lyon,Ligue 1,21,36.55361425,2.81,2762,94.58718739,1.09,2810,96.23158616,0.31,587,20.07536828,5.78,2814,98.11649808,1.09,987,33.77869133,5.47,332,11.33949983,1.41,1519,52.004111
729,Issa Diop,FRA,DF,West Ham,Premier League,25,70.05823912,1.59,1833,62.7612196,1.4,2866,98.15005139,0.75,1053,36.03973964,4.1.1,#VALUE!,#VALUE!,0.84,753,25.76224734,6.73,382,13.05241521,2.15,2476,84.78931141
730,Sofiane Diop,FRA,MFFW,Monaco,Ligue 1,21,43.37101747,1.53,1760,60.26036314,0,1,0,0.65,916,31.34635149,0.14,609,21.20683641,1.67,1576,53.95683453,21.5,2404,82.32271326,0.65,666,22.78177458
731,Andy Diouf,FRA,MF,Rennes,Ligue 1,20,97.94450154,0,1,0,0,1,0,0.5,704,24.08359027,5,2735,95.36100453,1,871,29.80472765,35,2847,97.49914354,5,2884,98.76670092
732,Assane Dioussé,SEN,MF,Saint-Étienne,Ligue 1,24,99.69167523,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,26.7,2716,93.01130524,0,1,0
733,Axel Disasi,FRA,DF,Monaco,Ligue 1,24,75.02569373,1.95,2209,75.64234327,1.09,2810,96.23158616,0.63,889,30.42137718,3.61,2500,87.16428322,1.42,1322,45.25522439,8.18,487,16.64953751,1.72,1976,67.66015759
734,Filippo Distefano,ITA,FW,Fiorentina,Serie A,18,3.905447071,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
735,Matías Dituro,ARG,GK,Celta Vigo,La Liga,35,25.89928058,0,1,0,0,1,0,0,1,0,0.03,521,18.13742588,0,1,0,0.08,158,5.378554299,0,1,0
736,Tiago Djaló,POR,DF,Lille,Ligue 1,22,64.33710175,1.2,1417,48.50976362,0.42,2172,74.37478589,1.31,1989,68.10551559,3.44,2478,86.39693059,2.55,2388,81.77458034,10,691,23.63823227,1.74,2003,68.58513189
737,Djené,TOG,DF,Getafe,La Liga,30,85.26892771,2.69,2729,93.45666324,0.14,1396,47.79033916,0.9,1296,44.36450839,3.84,2548,88.83850715,1.5,1404,48.06440562,8.58,534,18.25967797,1.04,1049,35.90270641
738,Moussa Djenepo,MLI,MF,Southampton,Premier League,23,86.84480987,1.76,2021,69.20178143,0.2,1623,55.56697499,1.57,2351,80.50702295,0.59,1020,35.54237879,2.55,2388,81.77458034,20.4,2291,78.45152449,1.76,2023,69.27029805
739,Koffi Djidji,CIV,DF,Torino,Serie A,29,78.45152449,2.49,2631,90.09934909,0.41,2157,73.86091127,1.04,1536,52.58650223,3.73,2519,87.82699686,2.59,2410,82.5282631,15.6,1550,53.06611853,1.45,1579,54.05960946
740,Alexander Djiku,GHA,DF,Strasbourg,Ligue 1,27,63.13806098,2.68,2727,93.38814663,0.4,2134,73.0729702,1.14,1700,58.20486468,3.91,2566,89.46634112,2.17,2081,71.25727989,9.9,684,23.39842412,1.54,1705,58.37615622
741,Bryan Djile Nokoué,CMR,DFMF,Saint-Étienne,Ligue 1,20,62.07605344,1.67,1916,65.60465913,0,1,0,1.67,2447,83.79582049,0,1,0,6.67,2913,99.76019185,20,2207,75.57382665,1.67,1881,64.40561836
742,Berat Djimsiti,ALB,DF,Atalanta,Serie A,29,86.19390202,2.11,2374,81.29496403,0.52,2337,80.02740665,1.04,1536,52.58650223,3.31,2447,85.31566097,1.83,1751,59.95203837,10.6,802,27.44090442,1.55,1721,58.92428914
743,Ouparine Djoco,SEN,GK,Clermont Foot,Ligue 1,24,32.2713258,0,1,0,0,1,0,0,1,0,0.04,548,19.07917684,0,1,0,0.13,193,6.577595067,0,1,0
744,Naïs Djouahra,FRA,FWMF,Real Sociedad,La Liga,22,62.07605344,0.83,1073,36.72490579,0,1,0,2.08,2735,93.66221309,0.83,1283,44.71573073,1.67,1576,53.95683453,17.5,1840,63.00102775,2.08,2414,82.66529633
745,Marko Dmitrovi?,SRB,GK,Sevilla,La Liga,30,29.01678657,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
746,Lewis Dobbin,ENG,FWMF,Everton,Premier League,19,22.67899966,2.5,2633,90.16786571,0,1,0,0,1,0,0,1,0,5,2878,98.56115108,47.5,2895,99.14354231,0,1,0
747,Matt Doherty,IRL,DF,Tottenham,Premier League,30,50.59952038,1.75,2012,68.89345666,0.21,1652,56.56046591,2.27,2796,95.75196985,1.55,1846,64.35298221,1.86,1780,60.94552929,12.4,1043,35.69715656,2.47,2675,91.60671463
748,Jeremy Doku,BEL,FWMF,Rennes,Ligue 1,20,46.6255567,1.35,1574,53.88831792,0,1,0,0.19,548,18.73929428,0,1,0,1.35,1262,43.19972593,21.3,2382,81.56903049,0.19,498,17.0263789
749,Kasper Dolberg,DEN,FW,Nice,Ligue 1,24,6.372045221,0.48,773,26.4474135,0.06,1078,36.89619733,0.9,1296,44.36450839,1.02,1453,50.64527381,0.96,838,28.67420349,18.2,1957,67.00924974,0.96,951,32.54539226
750,Jaume Doménech,ESP,GK,Valencia,La Liga,31,32.2713258,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0.26,235,8.016443988,0,1,0
751,Brandon Domingues,FRA,MFFW,Troyes,Ligue 1,21,35.79993148,1.15,1373,47.00239808,0,1,0,1.54,2307,78.99965742,0,1,0,2.31,2190,74.99143542,26.9,2731,93.52517986,1.54,1705,58.37615622
752,Carlos Dominguez,ESP,DF,Celta Vigo,La Liga,21,69.71565605,1.84,2109,72.2165125,0.26,1803,61.73347037,1.05,1557,53.30592669,6.05,2842,99.09312871,1.84,1757,60.15758822,12.6,1083,37.06748887,1.32,1387,47.48201439
753,Mario Dominguez,ESP,FW,Valencia,La Liga,18,8.872901679,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,26.7,2716,93.01130524,0,1,0
754,Nicolás Domínguez,ARG,MF,Bologna,Serie A,23,92.3603974,2.01,2295,78.58855773,0.58,2406,82.39122987,1.43,2164,74.10071942,1.38,1746,60.8650157,3.48,2772,94.92977047,25.5,2669,91.40116478,2.01,2347,80.36998972
755,John Donald,ESP,DF,Elche,La Liga,21,75.71085988,1.5,1731,59.26687222,1.5,2879,98.59540939,1.5,2260,77.38951696,1.5,1819,63.41123125,4,2832,96.98526893,17,1768,60.5344296,3,2818,96.50565262
756,Lee Dongjun,KOR,MF,Hertha BSC,Bundesliga,25,63.37786913,1.54,1774,60.73997945,0,1,0,2.31,2806,96.09455293,0,1,0,1.54,1443,49.40047962,21.5,2404,82.32271326,2.31,2585,88.52346694
757,Anastasios Donis,GRE,FWMF,Reims,Ligue 1,25,21.61699212,0.73,1003,34.32682425,0,1,0,1.22,1828,62.58992806,0.24,672,23.40425532,2.44,2300,78.75984926,19,2080,71.22302158,1.22,1233,42.20623501
758,Gianluigi Donnarumma,ITA,GK,Paris S-G,Ligue 1,23,12.0931826,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
759,Niklas Dorsch,GER,MF,Augsburg,Bundesliga,24,93.07982186,2.48,2626,89.92805755,0.5,2313,79.20520726,1.4,2127,72.83316204,1.4,1754,61.14405302,3.29,2712,92.87427201,19.7,2178,74.58033573,1.9,2205,75.50531004
