Rk,Player,Nation,Pos,Club,League,Age,Recov%,Int,Int_rk,Int%,BlkSh,Blksh_rk,Blksh%,BlkPass,BlkPass_rk,BlkPass%,Clr,clr_rk,Clr%,Tkl,Tkl_rk,Tkl%,Press,Press_rk,Press%,Blocks,Blocks_rk,Blocks%
528,Vlad Chiriche?,ROU,DF,Sassuolo,Serie A,32,70.22953066,2.3,2533,86.74203494,0.9,2730,93.49092155,0.74,1039,35.56012333,3.09,2411,84.05999302,1.56,1476,50.53100377,10,691,23.63823227,1.64,1839,62.96676944
529,Pedro Chirivella,ESP,MF,Nantes,Ligue 1,25,71.80541281,1.47,1705,58.37615622,0.07,1119,38.30078794,0.85,1205,41.2470024,0.34,787,27.41541681,1.67,1576,53.95683453,17.8,1894,64.85097636,0.92,915,31.31209318
530,Joris Chotard,FRA,MF,Montpellier,Ligue 1,20,65.09078452,2.58,2677,91.67523124,0.52,2337,80.02740665,0.49,701,23.98081535,1.87,2011,70.10812696,1.75,1677,57.4169236,12.4,1043,35.69715656,1.01,1019,34.87495718
531,Hamza Choudhury,ENG,DFMF,Leicester City,Premier League,24,51.59301131,0.5,793,27.13257965,0,1,0,1.56,2334,79.92463172,3.75,2524,88.00139519,2.5,2338,80.06166495,13.1,1161,39.73963686,1.56,1732,59.30113052
532,Andreas Christensen,DEN,DF,Chelsea,Premier League,26,82.9393628,3.13,2831,96.95101062,0.54,2355,80.64405618,1.27,1929,66.05001713,5.24,2770,96.58179281,1.08,974,33.33333333,8.92,574,19.63001028,1.81,2080,71.22302158
533,Max Christiansen,GER,MF,Greuther Fürth,Bundesliga,25,91.40116478,3.55,2892,99.04076739,0.75,2616,89.58547448,2.28,2800,95.88900308,2.68,2301,80.22322986,2.41,2275,77.90339157,17.9,1907,65.29633436,3.03,2826,96.77971908
534,Carney Chukwuemeka,ENG,MFFW,Aston Villa,Premier League,18,53.10037684,1.21,1430,48.95512162,0,1,0,0.91,1311,44.87838301,0.3,746,25.98535054,0.91,790,27.02980473,26.1,2697,92.3603974,0.91,893,30.55841041
535,Samuel Chukwueze,NGA,MF,Villarreal,La Liga,23,26.72147996,0.95,1177,40.28776978,0,1,0,0.41,650,22.23364166,0.34,787,27.41541681,0.74,695,23.7752655,10.8,827,28.29736211,0.41,549,18.77355259
536,Víctor Chust,ESP,DF,Cádiz,La Liga,22,65.84446728,1.48,1717,58.78725591,0.54,2355,80.64405618,0.99,1445,49.46899623,4.58,2678,93.37286362,1.13,1027,35.14902364,9.16,601,20.55498458,1.53,1694,57.99931483
537,Riccardo Ciervo,ITA,MFDF,Sampdoria,Serie A,20,30.0445358,2,2253,77.1497088,0,1,0,0.8,1119,38.30078794,0.8,1245,43.39030345,2.8,2519,86.26241864,17.2,1804,61.76772867,0.8,802,27.44090442
538,Jasper Cillessen,NED,GK,Valencia,La Liga,33,16.61527921,0,1,0,0,1,0,0,1,0,0.19,634,22.07882804,0,1,0,0.06,143,4.864679685,0,1,0
539,Pathé Ciss,SEN,MF,Rayo Vallecano,La Liga,28,96.50565262,2.7,2739,93.79924632,0.66,2511,85.98835218,1.48,2236,76.56731757,3.1.1,#VALUE!,#VALUE!,2.7,2468,84.51524495,16.2,1641,56.18362453,2.13,2459,84.20692018
540,Moustapha Cissé,GUI,FW,Atalanta,Serie A,18,22.67899966,2.5,2633,90.16786571,0,1,0,2.5,2831,96.95101062,0,1,0,5,2878,98.56115108,35,2847,97.49914354,2.5,2683,91.88078109
541,Giorgio Cittadini,ITA,DF,Atalanta,Serie A,20,3.905447071,1,1214,41.55532717,0,1,0,0,1,0,0,1,0,0,1,0,1,255,8.70161014,0,1,0
542,Ciaran Clark,IRL,DF,Newcastle Utd,Premier League,32,53.44295992,1.33,1544,52.86056869,0.88,2714,92.94278863,0.35,609,20.82905104,4.42,2658,92.67527032,1.5,1404,48.06440562,6.73,382,13.05241521,1.24,1267,43.37101747
543,Alexis Claude-Maurice,FRA,MF,Nice,Ligue 1,23,61.18533744,0.87,1109,37.95820486,0,1,0,0.5,704,24.08359027,1.3,1688,58.84199512,1.3,1214,41.55532717,14.8,1416,48.47550531,5.22,2910,99.65741692
544,Jonathan Clauss,FRA,DF,Lens,Ligue 1,29,34.73792395,3.02,2816,96.43713601,0.03,1017,34.80644056,1.75,2537,86.87906817,1.24,1644,57.30728985,1.95,1870,64.02877698,13,1141,39.05447071,1.78,2047,70.09249743
545,Carlos Clerc,ESP,DF,Levante,La Liga,30,57.27989037,1.61,1858,63.61767729,0.12,1309,44.80986639,1.43,2164,74.10071942,2.38,2201,76.73526334,2.26,2158,73.89516958,13.6,1236,42.30900993,1.55,1721,58.92428914
546,Tom Cleverley,ENG,MF,Watford,Premier League,32,50.87358684,1.5,1731,59.26687222,0.39,2112,72.31928743,1.17,1749,59.88352175,1.06,1493,52.04046041,1.89,1813,62.07605344,20.7,2323,79.54779034,1.56,1732,59.30113052
547,Nathaniel Clyne,ENG,DF,Crystal Palace,Premier League,31,44.09044193,2.2,2445,83.72730387,0.13,1346,46.07742378,0.53,759,25.96779719,2.07,2098,73.14265783,1.47,1377,47.13943131,8.4,510,17.43747859,0.67,680,23.26139089
548,Conor Coady,ENG,DF,Wolves,Premier League,29,37.37581363,1.18,1400,47.92737239,1.34,2861,97.97875985,0.38,628,21.47995889,4.02,2599,90.61737007,0.83,741,25.35114765,5.28,324,11.06543337,1.72,1976,67.66015759
549,Marcus Coco,FRA,FWDF,Nantes,Ligue 1,25,51.45597807,2.33,2548,87.25590956,0.1,1227,42.00068517,1.46,2215,75.84789311,0.87,1315,45.83188001,3.11,2673,91.53819801,25.9,2687,92.01781432,1.55,1721,58.92428914
550,Coke,ESP,DF,Levante,La Liga,35,91.98355601,1.54,1774,60.73997945,0,1,0,0.77,1078,36.89619733,6.15,2847,99.26752703,3.08,2656,90.95580678,12.3,1033,35.35457348,0.77,775,26.51593011
551,Séamus Coleman,IRL,DF,Everton,Premier League,33,71.90818774,1.83,2098,71.83967112,0.44,2225,76.19047619,1.56,2334,79.92463172,2.54,2257,78.68852459,2.44,2300,78.75984926,11.4,910,31.14080164,2,2313,79.20520726
552,Álex Collado,ESP,MFFW,Granada,La Liga,23,46.07742378,2.12,2383,81.6032888,0.27,1837,62.89825283,2.3,2804,96.02603631,0.62,1055,36.76316707,2.92,2577,88.24940048,32.3,2832,96.98526893,2.57,2719,93.11408016
553,Ebrima Colley,GAM,FWMF,Spezia,Serie A,22,35.73141487,1.14,1366,46.76258993,0,1,0,1.82,2594,88.83179171,0.45,882,30.728985,1.59,1506,51.558753,20.9,2339,80.09592326,1.82,2091,71.59986297
554,Omar Colley,GAM,DF,Sampdoria,Serie A,29,77.66358342,3.25,2849,97.56766016,0.75,2616,89.58547448,0.85,1205,41.2470024,4.79,2709,94.45413324,1.77,1696,58.06783145,8.85,570,19.49297705,1.61,1794,61.4251456
555,Nathan Collins,IRL,DF,Burnley,Premier League,21,95.10106201,1.99,2249,77.01267557,1.4,2866,98.15005139,1.18,1760,60.26036314,5.48,2792,97.34914545,1.61,1528,52.31243577,8.66,542,18.53374443,2.58,2725,93.31963001
556,Kingsley Coman,FRA,FWDF,Bayern Munich,Bundesliga,25,35.25179856,0.99,1211,41.45255224,0,1,0,1.52,2279,78.0404248,0.33,779,27.13637949,1.06,958,32.78520041,13.4,1204,41.21274409,1.52,1680,57.51969853
557,Eray Cömert,SUI,DF,Valencia,La Liga,24,76.2247345,1.33,1544,52.86056869,0.67,2522,86.36519356,0.22,558,19.08187736,2.44,2223,77.50261597,1.11,1002,34.29256595,8.67,543,18.56800274,0.89,882,30.18156903
558,Santi Comesaña,ESP,MF,Rayo Vallecano,La Liga,25,89.79102432,1.74,2001,68.51661528,0.27,1837,62.89825283,1.78,2564,87.80404248,1.31,1698,59.19079177,3.05,2639,90.37341555,26.6,2715,92.97704693,2.05,2390,81.84309695
559,Diego Conde,ESP,GK,Getafe,La Liga,23,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
560,Aaron Connolly,IRL,FW,Brighton,Premier League,22,14.49126413,0,1,0,0,1,0,1.18,1760,60.26036314,0,1,0,0,1,0,15.9,1602,54.84755053,1.18,1194,40.87016101
561,Andrea Consigli,ITA,GK,Sassuolo,Serie A,35,19.08187736,0,1,0,0,1,0,0,1,0,0.03,521,18.13742588,0,1,0,0.19,220,7.502569373,0,1,0
562,Abdu Conté,POR,DF,Troyes,Ligue 1,24,18.70503597,1.2,1417,48.50976362,0.2,1623,55.56697499,1.4,2127,72.83316204,1.07,1506,52.49389606,1.87,1793,61.39088729,12.4,1043,35.69715656,1.6,1782,61.01404591
563,Andrea Conti,ITA,DF,Milan,Serie A,28,98.83521754,0,1,0,0,1,0,0,1,0,1.1,1528,53.26124869,0,1,0,10,691,23.63823227,0,1,0
564,Andrea Conti,ITA,DFMF,Sampdoria,Serie A,28,27.95477903,1.92,2184,74.78588558,0,1,0,1.92,2651,90.78451524,0.77,1205,41.99511685,2.31,2190,74.99143542,14.6,1380,47.24220624,1.92,2225,76.19047619
565,Liam Cooper,SCO,DF,Leeds United,Premier League,30,95.20383693,1.98,2242,76.77286742,0.89,2723,93.25111339,0.69,976,33.40184995,5.79,2815,98.15137775,1.73,1651,56.52620761,9.95,688,23.53545735,1.58,1750,59.91778006
566,Lucas Copado,GER,FW,Bayern Munich,Bundesliga,18,79.75334018,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,40,2864,98.08153477,0,1,0
567,Diego Coppola,ITA,DF,Hellas Verona,Serie A,18,56.4919493,1.43,1653,56.59472422,0.36,2060,70.53785543,1.79,2569,87.97533402,4.29,2639,92.01255668,2.86,2545,87.15313464,13.9,1275,43.64508393,2.14,2469,84.54950325
568,Francis Coquelin,FRA,MF,Villarreal,La Liga,31,66.42685851,1.74,2001,68.51661528,0.43,2195,75.16272696,1.09,1614,55.25865022,1.2,1613,56.22602023,3.04,2636,90.27064063,17.2,1804,61.76772867,1.52,1680,57.51969853
569,Sébastien Corchia,FRA,DF,Nantes,Ligue 1,31,35.49160671,1.84,2109,72.2165125,0.14,1396,47.79033916,2.24,2790,95.54642001,1.77,1971,68.71294036,2.72,2481,84.96060295,14.1,1305,44.67283316,2.38,2632,90.1336074
570,Sergio Córdova,VEN,FWMF,Augsburg,Bundesliga,24,29.70195272,0.28,622,21.27440904,0,1,0,0,1,0,1.39,1750,61.00453436,1.67,1576,53.95683453,18.9,2071,70.91469681,0,1,0
571,Jack Cork,ENG,MF,Burnley,Premier League,32,79.65056526,1.83,2098,71.83967112,0.27,1837,62.89825283,1.13,1683,57.62247345,1.45,1792,62.46948029,0.91,790,27.02980473,18.4,1989,68.10551559,1.4,1499,51.31894484
572,Maxwel Cornet,CIV,FWMF,Burnley,Premier League,25,32.61390887,0.56,857,29.32511134,0.2,1623,55.56697499,0.51,739,25.28263104,0.82,1269,44.22741542,1.02,930,31.8259678,15.5,1532,52.449469,0.71,723,24.73449812
573,Maxwel Cornet,CIV,DFMF,Lyon,Ligue 1,25,31.27783487,0,1,0,0,1,0,1.43,2164,74.10071942,1.43,1770,61.70212766,4.29,2859,97.91024323,12.9,1130,38.67762933,1.43,1543,52.82631038
574,Jesús Corona,MEX,FWDF,Sevilla,La Liga,29,42.99417609,1.01,1250,42.78862624,0,1,0,0.62,877,30.01027749,0.31,757,26.36902686,1.01,924,31.62041795,10.2,752,25.72798904,0.62,644,22.02809181
575,Ángel Correa,ARG,FWMF,Atlético Madrid,La Liga,27,26.99554642,0.73,1003,34.32682425,0.15,1424,48.74957177,1.26,1917,65.63891744,0.19,634,22.07882804,1.17,1069,36.58787256,19.7,2178,74.58033573,1.41,1519,52.004111
576,Joaquín Correa,ARG,FW,Inter,Serie A,27,21.9938335,0.7,970,33.1963001,0.18,1549,53.03186023,0.53,759,25.96779719,0.26,690,24.03208929,1.14,1040,35.59438164,19.3,2111,72.28502912,0.7,717,24.52894827
577,Thierry Correia,POR,DF,Valencia,La Liga,23,67.55738267,2.23,2474,84.72079479,0.32,1974,67.59164097,1.66,2441,83.59027064,1.85,2003,69.82908964,3.12,2675,91.60671463,21.7,2423,82.9736211,1.97,2283,78.17745803
578,Danny da Costa,GER,DF,Eint Frankfurt,Bundesliga,28,72.1822542,2.22,2457,84.13840356,0.25,1775,60.77423775,2.1,2743,93.93627955,3.21,2430,84.72270666,1.73,1651,56.52620761,12.3,1033,35.35457348,2.35,2611,89.41418294
579,David Pereira da Costa,POR,MFFW,Lens,Ligue 1,21,24.39191504,0.92,1152,39.43131209,0,1,0,1.23,1846,63.2065776,0.12,591,20.57900244,1.29,1199,41.04145255,17.5,1840,63.00102775,1.23,1256,42.99417609
580,Hélder Costa,ANG,MFFW,Valencia,La Liga,28,43.37101747,1.05,1280,43.81637547,0.16,1460,49.98287085,1.29,1956,66.97499144,0.73,1170,40.77432857,2.02,1958,67.04350805,26.5,2711,92.8400137,1.45,1579,54.05960946
581,Hélder Costa,ANG,MF,Leeds United,Premier League,28,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,45,2890,98.97225077,0,1,0
582,Jaume Costa,ESP,DF,Mallorca,La Liga,34,78.17745803,1.33,1544,52.86056869,0.39,2112,72.31928743,1.18,1760,60.26036314,2.46,2230,77.74677363,2.12,2040,69.85268928,9.01,582,19.90407674,1.58,1750,59.91778006
583,Benoît Costil,FRA,GK,Bordeaux,Ligue 1,34,20.86330935,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0.12,187,6.372045221,0,1,0
584,Vladimír Coufal,CZE,DF,West Ham,Premier League,29,88.59198356,1.39,1615,55.29290853,0.37,2074,71.01747174,1.67,2447,83.79582049,3.02,2396,83.53679805,1.8,1729,59.1983556,12.3,1033,35.35457348,2.04,2379,81.46625557
585,Kalifa Coulibaly,MLI,FW,Nantes,Ligue 1,30,5.584104145,0.43,731,25.00856458,0.11,1268,43.40527578,0.21,556,19.01336074,1.06,1493,52.04046041,0.64,632,21.61699212,9.79,675,23.09009935,0.32,522,17.84857828
586,Lassana Coulibaly,MLI,MF,Salernitana,Serie A,26,86.84480987,1.58,1818,62.24734498,0.46,2257,77.28674203,1.51,2272,77.80061665,1.24,1644,57.30728985,2.36,2236,76.56731757,21.5,2404,82.32271326,1.97,2283,78.17745803
587,Mamadou Coulibaly,SEN,MF,Salernitana,Serie A,23,89.34566632,2.33,2548,87.25590956,0,1,0,2.56,2850,97.60191847,1.22,1629,56.78409487,2.11,2026,69.37307297,20.9,2339,80.09592326,2.56,2717,93.04556355
588,Tanguy Coulibaly,FRA,DFFW,Stuttgart,Bundesliga,21,31.72319287,0.58,880,30.11305242,0.25,1775,60.77423775,1.42,2157,73.86091127,0.67,1104,38.47227067,2.17,2081,71.25727989,21.3,2382,81.56903049,1.67,1881,64.40561836
589,Thibaut Courtois,BEL,GK,Real Madrid,La Liga,30,11.23672491,0,1,0,0,1,0,0,1,0,0.03,521,18.13742588,0,1,0,0.11,176,5.995203837,0,1,0
590,Philippe Coutinho,BRA,MFFW,Aston Villa,Premier League,29,37.06748887,0.54,849,29.05104488,0.07,1119,38.30078794,1.08,1602,54.84755053,0.2,641,22.3229857,1.35,1262,43.19972593,14.9,1431,48.98937992,1.15,1172,40.11647825
591,Philippe Coutinho,BRA,MFFW,Barcelona,La Liga,29,19.2874272,1.07,1303,44.60431655,0,1,0,1.43,2164,74.10071942,0.18,627,21.83467039,1.43,1330,45.52929085,11.3,893,30.55841041,1.43,1543,52.82631038
592,Nicolas Cozza,FRA,DF,Montpellier,Ligue 1,23,43.54230901,2.24,2481,84.96060295,0.62,2458,84.17266187,1.01,1494,51.14765331,3.18,2422,84.44366934,2.73,2483,85.02911956,11.8,969,33.1620418,1.62,1808,61.9047619
593,Alessio Cragno,ITA,GK,Cagliari,Serie A,27,16.1356629,0,1,0,0,1,0,0,1,0,0.03,521,18.13742588,0.03,456,15.58752998,0.14,198,6.748886605,0,1,0
594,Aaron Cresswell,ENG,DF,West Ham,Premier League,32,58.61596437,1.42,1642,56.21788284,0.56,2375,81.32922234,1.02,1504,51.49023638,2.51,2249,78.40948727,0.99,860,29.42788626,7.03,400,13.66906475,1.58,1750,59.91778006
595,Charlie Cresswell,ENG,DF,Leeds United,Premier League,19,86.84480987,2.5,2633,90.16786571,0.63,2470,84.58376156,0.63,889,30.42137718,6.25,2850,99.37216603,4.38,2864,98.08153477,18.1,1935,66.25556697,1.25,1284,43.9534087
596,Domenico Criscito,ITA,DF,Genoa,Serie A,35,91.77800617,2.33,2548,87.25590956,0.67,2522,86.36519356,1.5,2260,77.38951696,3.28,2441,85.10638298,2,1906,65.26207605,10.9,837,28.63994519,2.17,2493,85.37170264
597,Bryan Cristante,ITA,MF,Roma,Serie A,27,85.26892771,1.58,1818,62.24734498,0.27,1837,62.89825283,1.24,1869,63.99451867,1.88,2015,70.24764562,2.89,2559,87.63275094,20.6,2316,79.30798219,1.51,1669,57.14285714
598,Cristo,ESP,DF,Real Sociedad,La Liga,22,98.83521754,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,20,2207,75.57382665,0,1,0
599,Enzo Crivelli,FRA,FWMF,Saint-Étienne,Ligue 1,27,6.406303529,0,1,0,0.91,2736,93.69647139,0,1,0,0.91,1354,47.19218696,0.91,790,27.02980473,25.5,2669,91.40116478,0.91,893,30.55841041
600,Domen ?rnigoj,SVN,MFDF,Venezia,Serie A,26,54.57348407,2.06,2328,79.71908188,0.48,2279,78.0404248,1.72,2505,85.78280233,1.72,1943,67.73630973,1.44,1353,46.31723193,16.4,1678,57.45118191,2.2,2515,86.12538541
601,Giovanni Crociata,ITA,FW,Empoli,Serie A,24,79.75334018,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,50,2897,99.21205892,0,1,0
602,Juan Cruz Armada,ESP,DF,Osasuna,La Liga,29,75.23124358,2.05,2319,79.41075711,0.6,2430,83.21342926,0.6,845,28.91401165,2.51,2249,78.40948727,1.3,1214,41.55532717,7.21,412,14.08016444,1.21,1225,41.93216855
603,Juan Cuadrado,COL,DFMF,Juventus,Serie A,34,62.07605344,1.56,1794,61.4251456,0.18,1549,53.03186023,1.27,1929,66.05001713,0.98,1414,49.28496686,2.07,1994,68.27680713,11.1,866,29.63343611,1.45,1579,54.05960946
604,Cucho,COL,FWMF,Watford,Premier League,23,45.25522439,0.87,1109,37.95820486,0.08,1154,39.49982871,0.87,1242,42.51455978,0.79,1231,42.90198814,1.26,1170,40.04796163,20.5,2305,78.9311408,0.94,931,31.8602261
605,Marc Cucurella,ESP,DF,Brighton,Premier League,23,82.9393628,2.1,2369,81.12367249,0.44,2225,76.19047619,1.66,2441,83.59027064,1.92,2031,70.80572027,2.57,2395,82.01438849,15.6,1550,53.06611853,2.1,2432,83.28194587
606,Marc Cucurella,ESP,FWDF,Getafe,La Liga,23,96.50565262,0.67,942,32.23706749,0,1,0,0,1,0,0,1,0,3.33,2721,93.18259678,3.33,291,9.934909215,0,1,0
607,Jorge Cuenca,ESP,DF,Getafe,La Liga,22,75.71085988,2.01,2295,78.58855773,0.6,2430,83.21342926,1.11,1650,56.4919493,4.97,2729,95.15172654,1.81,1735,59.40390545,7.95,466,15.93011305,1.71,1964,67.2490579
608,Mickaël Cuisance,FRA,MF,Venezia,Serie A,22,62.07605344,1.96,2219,75.98492634,0,1,0,1.86,2624,89.85954094,0.39,834,29.05476107,1.76,1687,57.75950668,24,2591,88.72901679,1.86,2156,73.82665296
609,Mickaël Cuisance,FRA,MF,Bayern Munich,Bundesliga,22,98.83521754,0,1,0,0,1,0,0,1,0,0,1,0,1,871,29.80472765,40,2864,98.08153477,0,1,0
610,Luke Cundle,ENG,MF,Wolves,Premier League,20,58.13634806,1,1214,41.55532717,0,1,0,0.5,704,24.08359027,1,1430,49.84304151,2,1906,65.26207605,21.5,2404,82.32271326,0.5,572,19.56149366
611,Matheus Cunha,BRA,FW,Hertha BSC,Bundesliga,23,64.81671805,1.43,1653,56.59472422,0,1,0,0,1,0,0,1,0,0,1,0,15.7,1565,53.57999315,0,1,0
612,Matheus Cunha,BRA,FW,Atlético Madrid,La Liga,23,20.48646797,0.68,956,32.7166838,0.34,2015,68.99623159,0.93,1348,46.14594039,0.68,1120,39.03034531,2.2,2109,72.2165125,22.1,2455,84.06988695,1.27,1330,45.52929085
613,Patrick Cutrone,ITA,FW,Empoli,Serie A,24,7.98218568,0.51,821,28.09181226,0.13,1346,46.07742378,0.58,820,28.05755396,0.19,634,22.07882804,0.51,567,19.39020212,14.2,1327,45.42651593,0.71,723,24.73449812
614,Wylan Cyprien,FRA,MF,Nantes,Ligue 1,27,78.65707434,1.14,1366,46.76258993,0.42,2172,74.37478589,0.6,845,28.91401165,0.66,1091,38.01883502,1.93,1855,63.51490236,18.7,2048,70.12675574,1.02,1027,35.14902364
615,Rafael Czichos,GER,DF,Köln,Bundesliga,32,91.98355601,2.44,2608,89.31140802,0.96,2758,94.45015416,1.22,1828,62.58992806,4.94,2724,94.97732822,1.86,1780,60.94552929,10,691,23.63823227,2.18,2501,85.6457691
616,Lennart-Marten Czyborra,GER,DF,Arminia,Bundesliga,23,27.47516273,4,2911,99.69167523,0,1,0,0,1,0,2,2057,71.71259156,0.67,647,22.13086674,11.3,893,30.55841041,0,1,0
617,Danilo D'Ambrosio,ITA,DF,Inter,Serie A,33,64.71394313,0.9,1134,38.81466256,0.9,2730,93.49092155,1.53,2293,78.52004111,2.1.6,#VALUE!,#VALUE!,2.61,2422,82.9393628,10.3,766,26.20760534,2.43,2655,90.92154848
618,Lucas Da Cunha,FRA,FWMF,Clermont Foot,Ligue 1,20,35.62863995,0.75,1014,34.70366564,0,1,0,1.4,2127,72.83316204,0,1,0,1.72,1641,56.18362453,24.5,2623,89.82528263,1.4,1499,51.31894484
619,Lucas Da Cunha,FRA,MF,Nice,Ligue 1,20,71.46282974,0.45,746,25.52243919,0,1,0,0.45,674,23.05584104,0.23,664,23.125218,3.18,2690,92.12058924,18.4,1989,68.10551559,0.45,562,19.21891059
620,Damien Da Silva,FRA,DF,Lyon,Ligue 1,34,59.12983899,2.56,2668,91.36690647,0.72,2586,88.55772525,0.96,1400,47.92737239,4.96,2727,95.08196721,1.04,944,32.3055841,8.72,550,18.80781089,1.68,1933,66.18705036
621,Moanes Dabbur,ISR,FWMF,Hoffenheim,Bundesliga,30,41.89791024,0.96,1190,40.73312778,0.14,1396,47.79033916,0.62,877,30.01027749,0.27,703,24.48552494,1.1,993,33.98424118,18.8,2059,70.50359712,0.75,756,25.86502227
622,Colin Dagba,FRA,DF,Paris S-G,Ligue 1,23,8.872901679,1.67,1916,65.60465913,1.11,2818,96.50565262,1.11,1650,56.4919493,0,1,0,1.67,1576,53.95683453,16.1,1631,55.84104145,2.22,2524,86.43371017
623,Finn Dahmen,GER,GK,Mainz 05,Bundesliga,24,10.20897568,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
624,Mahmoud Dahoud,GER,MF,Dortmund,Bundesliga,26,82.9393628,1.68,1941,66.46111682,0.16,1460,49.98287085,1.41,2145,73.44981158,1.03,1464,51.02895012,2.39,2260,77.38951696,18.6,2029,69.47584789,1.58,1750,59.91778006
625,Patson Daka,ZAM,FW,Leicester City,Premier League,23,17.4717369,0.23,599,20.48646797,0,1,0,0.85,1205,41.2470024,0.62,1055,36.76316707,1.32,1234,42.24049332,18.1,1935,66.25556697,0.85,843,28.84549503
626,Stuart Dallas,NIR,DFMF,Leeds United,Premier League,31,68.10551559,2.41,2597,88.93456663,0.49,2297,78.65707434,1.48,2236,76.56731757,2.04,2082,72.58458319,2.78,2508,85.88557725,16.4,1678,57.45118191,1.98,2295,78.58855773
627,Diogo Dalot,POR,DF,Manchester Utd,Premier League,23,68.92771497,2.2,2445,83.72730387,0.6,2430,83.21342926,1.25,1882,64.43987667,3.05,2403,83.7809557,2.9,2568,87.94107571,11.6,936,32.03151764,1.85,2139,73.24426173
628,Mikkel Damsgaard,DEN,MFFW,Sampdoria,Serie A,21,61.35662898,1.56,1794,61.4251456,0.16,1460,49.98287085,1.88,2632,90.1336074,1.09,1522,53.0519707,3.44,2764,94.65570401,26.9,2731,93.52517986,2.03,2364,80.95238095
629,Flavius Daniliuc,AUT,DF,Nice,Ligue 1,21,77.1497088,1.67,1916,65.60465913,0.63,2470,84.58376156,1.53,2293,78.52004111,2.85,2347,81.82769445,3.26,2707,92.70298047,16.4,1678,57.45118191,2.15,2476,84.78931141
630,Danilo,BRA,DFMF,Juventus,Serie A,30,63.61767729,1.86,2123,72.69612881,0.62,2458,84.17266187,0.81,1140,39.0202124,3.05,2403,83.7809557,1.81,1735,59.40390545,7.71,450,15.38198013,1.43,1543,52.82631038
631,Kevin Danso,AUT,DF,Lens,Ligue 1,23,78.62281603,2.42,2604,89.17437479,0.87,2707,92.70298047,0.77,1078,36.89619733,4.19,2627,91.5940007,1.74,1667,57.07434053,9.77,674,23.05584104,1.65,1853,63.44638575
632,Dante,BRA,DF,Nice,Ligue 1,38,71.46282974,1.88,2143,73.38129496,0.97,2763,94.6214457,0.78,1095,37.47858856,3.26,2436,84.93198465,1.5,1404,48.06440562,6.87,388,13.25796506,1.76,2023,69.27029805
633,Ebrima Darboe,GAM,MF,Roma,Serie A,20,46.86536485,2.86,2772,94.92977047,0,1,0,0,1,0,0,1,0,2.86,2545,87.15313464,14.3,1339,45.83761562,0,1,0
634,Márton Dárdai,GER,DF,Hertha BSC,Bundesliga,20,45.39225762,1.9,2167,74.20349435,0.83,2677,91.67523124,2.26,2793,95.64919493,3.81,2541,88.59434949,1.67,1576,53.95683453,8.93,575,19.66426859,3.1,2832,96.98526893
635,Sergi Darder,ESP,MF,Espanyol,La Liga,28,33.77869133,1.27,1487,50.90784515,0.06,1078,36.89619733,0.92,1333,45.63206578,0.92,1376,47.95953959,1.24,1140,39.0202124,15.3,1494,51.14765331,0.98,978,33.47036656
636,Vladimír Darida,CZE,MF,Hertha BSC,Bundesliga,31,72.1822542,1.52,1751,59.95203837,0.25,1775,60.77423775,1.26,1917,65.63891744,1.31,1698,59.19079177,1.92,1849,63.30935252,17.5,1840,63.00102775,1.52,1680,57.51969853
637,Karl Darlow,ENG,GK,Newcastle Utd,Premier League,31,12.60705721,0,1,0,0,1,0,0,1,0,0.13,598,20.8231601,0,1,0,0,1,0,0,1,0
638,Matteo Darmian,ITA,DF,Inter,Serie A,32,30.4898938,1.2,1417,48.50976362,0,1,0,1.44,2196,75.19698527,1.14,1570,54.72619463,1.8,1729,59.1983556,12.4,1043,35.69715656,1.44,1570,53.75128469
639,Josh Dasilva,ENG,MFFW,Brentford,Premier League,23,84.58376156,1.38,1604,54.91606715,0.34,2015,68.99623159,2.41,2824,96.71120247,2.41,2210,77.04918033,1.38,1290,44.15895855,19,2080,71.22302158,2.76,2778,95.13532032
640,Jonathan David,CAN,FW,Lille,Ligue 1,22,21.00034258,0.38,689,23.56971566,0.16,1460,49.98287085,0.42,655,22.4049332,0.32,770,26.8224625,0.87,766,26.20760534,18.1,1935,66.25556697,0.58,622,21.27440904
641,Alphonso Davies,CAN,DF,Bayern Munich,Bundesliga,21,89.34566632,2.18,2426,83.07639603,0.05,1050,35.93696471,2.23,2788,95.47790339,0.73,1170,40.77432857,2.18,2098,71.83967112,15.6,1550,53.06611853,2.28,2567,87.9068174
642,Ben Davies,WAL,DF,Tottenham,Premier League,29,46.79684824,1.6,1846,63.2065776,0.64,2495,85.44021925,0.74,1039,35.56012333,3.3,2444,85.21102197,1.42,1322,45.25522439,9.54,648,22.16512504,1.38,1468,50.25693731
