Rk,Player,SoT,Norm_SoT_Rk,SoT%,PasTotCmp%,PasLonCmp%,PasProg,PassProgRk,PassProg%,GCA,GCA_rk,GCA%,DriSucc%,Carries,Carries_rk,Carries%,Recov,Recov_rk,Recov%,Nation,Pos,Club,League,Age,Recov
994,Lamine Ghezali,0,1,0,66.7,0,0,1,0,0,1,0,0,5,67,2.261048304,0,1,0,FRA,DF,Saint-Étienne,Ligue 1,22,0
995,Paolo Ghiglione,0.6,2262,77.45803357,63.4,39.5,3.28,1930,66.08427544,0.3,2277,77.97190819,41.7,34,1609,55.08735868,7.61,1561,53.44295992,ITA,DF,Genoa,Serie A,25,7.61
996,Saman Ghoddos,0.33,1844,63.13806098,67.4,52.5,3.17,1862,63.75471052,0.33,2352,80.54128126,80,27,969,33.1620418,9,2057,70.43508051,IRN,DFMF,Brentford,Premier League,28,9
997,Faouzi Ghoulam,0.27,1721,58.92428914,83.3,44.2,4.59,2507,85.85131894,0,1,0,0,55.4,2729,93.45666324,7.3,1427,48.85234669,ALG,DF,Napoli,Serie A,31,7.3
998,Dimitris Giannoulis,0.15,1332,45.59780747,73.6,32.7,3.31,1945,66.59815005,0.15,1680,57.51969853,61.4,42,2211,75.71085988,9.15,2117,72.49057897,GRE,DF,Norwich City,Premier League,26,9.15
999,Morgan Gibbs-White,0,1,0,70,0,10,2880,98.62966769,0,1,0,0,70,2864,98.08153477,30,2911,99.69167523,ENG,FWMF,Wolves,Premier League,22,30
1000,Ben Gibson,0.14,1299,44.46728332,81.7,61.8,2.82,1663,56.9373073,0.04,1178,40.32202809,40,32.7,1495,51.18191161,7.22,1400,47.92737239,ENG,DF,Norwich City,Premier League,29,7.22
1001,Niko Gießelmann,0.52,2160,73.96368619,69.5,47,4.29,2413,82.63103803,0.35,2403,82.28845495,30,28.9,1134,38.81466256,6.19,1056,36.14251456,GER,DF,Union Berlin,Bundesliga,30,6.19
1002,Rafa? Gikiewicz,0,1,0,65.9,47.5,0,1,0,0,1,0,0,18.3,373,12.74409044,5.53,860,29.42788626,POL,GK,Augsburg,Bundesliga,34,5.53
1003,Óscar Gil,0.05,970,33.1963001,84.6,58.9,1.6,888,30.38711888,0.11,1478,50.59952038,35.3,29.6,1203,41.17848578,5.53,860,29.42788626,ESP,DF,Espanyol,La Liga,25,5.53
1004,Mario Gila,0,1,0,90.9,75,6.67,2827,96.81397739,0,1,0,100,63.3,2824,96.71120247,13.3,2818,96.50565262,ESP,DF,Real Madrid,La Liga,21,13.3
1005,Billy Gilmour,0.15,1332,45.59780747,79.8,61.5,4.51,2484,85.06337787,0.05,1223,41.86365194,60,38.8,1986,68.00274066,8.59,1901,65.09078452,SCO,MF,Norwich City,Premier League,20,8.59
1006,Daniel Ginczek,0.1,1140,39.0202124,25,0,0,1,0,0,1,0,0,20,459,15.6903049,30,2911,99.69167523,GER,MFFW,Wolfsburg,Bundesliga,31,30
1007,Matthias Ginter,0.53,2173,74.40904419,84.2,60.1,5.61,2737,93.7307297,0.11,1478,50.59952038,53.8,50.5,2619,89.6882494,9.24,2144,73.41555327,GER,DF,M'Gladbach,Bundesliga,28,9.24
1008,Nicholas Gioacchini,0.18,1430,48.95512162,68.8,62.5,1.82,1007,34.46385749,0.73,2838,97.19081877,41.2,27.3,993,33.98424118,7.64,1570,53.75128469,USA,MFFW,Montpellier,Ligue 1,21,7.64
1009,Sebastian Giovinco,0,1,0,60,50,2.5,1447,49.53751285,0,1,0,0,30,1241,42.48030147,10,2329,79.75334018,ITA,MF,Sampdoria,Serie A,35,10
1010,Jimmy Giraudon,0,1,0,86.8,70,1.56,867,29.66769442,0,1,0,100,33.6,1571,53.78554299,7.44,1486,50.87358684,FRA,DF,Troyes,Ligue 1,30,7.44
1011,Andrei Girotto,0.29,1770,60.60294621,82.4,67.7,2.31,1319,45.15244947,0.09,1391,47.61904762,66.7,32.4,1465,50.15416238,11.2,2653,90.85303186,BRA,DFMF,Nantes,Ligue 1,30,11.2
1012,Olivier Giroud,1.1,2710,92.8057554,69.3,66.7,1.1,657,22.47344981,0.29,2241,76.73860911,50,14.1,198,6.748886605,3.24,247,8.427543679,FRA,FW,Milan,Serie A,35,3.24
1013,Serge Gnabry,1.07,2690,92.12058924,79,55.5,5.27,2685,91.9492977,0.66,2800,95.88900308,64.4,52.3,2661,91.12709832,7.28,1422,48.68105516,GER,FWDF,Bayern Munich,Bundesliga,26,7.28
1014,Ben Godfrey,0.27,1721,58.92428914,76.8,57.4,1.73,964,32.99075026,0.09,1391,47.61904762,60,22.6,649,22.19938335,7.16,1381,47.27646454,ENG,DF,Everton,Premier League,24,7.16
1015,Diego Godín,0,1,0,90.6,84.6,1.32,750,25.65947242,0.22,1991,68.1740322,90,34,1609,55.08735868,9.45,2205,75.50531004,URU,DF,Cagliari,Serie A,36,9.45
1016,Edoardo Goldaniga,0,1,0,100,0,0,1,0,0,1,0,0,0,1,0,0,1,0,ITA,MFDF,Sassuolo,Serie A,28,0
1017,Edoardo Goldaniga,0.1,1140,39.0202124,72.6,56.7,3.08,1818,62.24734498,0.1,1442,49.36622131,50,28.8,1121,38.36930456,10.5,2517,86.19390202,ITA,DF,Cagliari,Serie A,28,10.5
1018,Aleksandr Golovin,0.42,1998,68.41384036,74.1,43.2,4.79,2560,87.66700925,0.42,2534,86.77629325,72.5,37.6,1905,65.22781775,6.95,1293,44.26173347,RUS,FWMF,Monaco,Ligue 1,25,6.95
1019,André Gomes,0.58,2235,76.53305927,76.3,56.3,3.04,1792,61.35662898,0.29,2241,76.73860911,80,35.9,1786,61.15107914,11.9,2734,93.62795478,POR,MF,Everton,Premier League,28,11.9
1020,Angel Gomes,0.19,1465,50.15416238,78.1,57.7,3.68,2144,73.41555327,0.28,2207,75.57382665,33.3,33.3,1545,52.894827,6.23,1065,36.45083933,ENG,MFFW,Lille,Ligue 1,21,6.23
1021,Toti Gomes,0,1,0,74.3,37.5,2.5,1447,49.53751285,0,1,0,75,33.5,1559,53.3744433,10.5,2517,86.19390202,POR,DF,Wolves,Premier League,23,10.5
1022,Dani Gómez,1.19,2757,94.41589585,79.7,55.6,1.02,633,21.65125043,0.51,2666,91.29838986,40,24.2,750,25.65947242,3.98,380,12.9838986,ESP,FW,Levante,La Liga,23,3.98
1023,Joe Gomez,0,1,0,79.7,67.3,7.57,2860,97.94450154,0.54,2706,92.66872217,57.1,58.4,2772,94.92977047,11.9,2734,93.62795478,ENG,DF,Liverpool,Premier League,25,11.9
1024,Maxi Gómez,0.55,2198,75.26550188,63.6,50,1.29,742,25.38540596,0.18,1815,62.14457006,31.6,16,266,9.078451524,3.36,284,9.695101062,URU,FW,Valencia,La Liga,25,3.36
1025,Moi Gómez,0.35,1881,64.40561836,81,67.4,3.5,2058,70.46933881,0.42,2534,86.77629325,50,37.1,1865,63.85748544,6.15,1046,35.79993148,ESP,MFFW,Villarreal,La Liga,27,6.15
1026,Papu Gómez,0.61,2272,77.80061665,86.1,68.1,3.94,2267,77.62932511,0.35,2403,82.28845495,56.6,48.8,2550,87.32442617,5.86,962,32.92223364,ARG,MFFW,Sevilla,La Liga,34,5.86
1027,Sergi Gómez,0.1,1140,39.0202124,86.5,63.8,1.16,685,23.43268243,0.07,1304,44.63857485,100,32.2,1454,49.777321,5.6,878,30.0445358,ESP,DF,Espanyol,La Liga,30,5.6
1028,Alfred Gomis,0,1,0,76.2,54,0,1,0,0,1,0,0,18,352,12.02466598,5.72,919,31.44912641,SEN,GK,Rennes,Ligue 1,28,5.72
1029,Maxime Gonalons,0.12,1221,41.79513532,84,71.2,4.01,2307,78.99965742,0.12,1527,52.27817746,60,32.1,1438,49.22918808,11,2622,89.79102432,FRA,MF,Granada,La Liga,33,11
1030,Vagner Gonçalves,1,2646,90.61322371,65.8,42.9,2,1109,37.95820486,0,1,0,50,32,1430,48.95512162,5,663,22.67899966,CPV,MFFW,Metz,Ligue 1,26,5
1031,Cedric Gondo,1.15,2738,93.76498801,74.7,72.2,1.15,681,23.29564919,0.13,1583,54.19664269,47.4,28.5,1095,37.47858856,5.77,938,32.10003426,CIV,FW,Salernitana,Serie A,25,5.77
1032,Álvaro González,0,1,0,96,92.4,2.4,1378,47.17368962,0,1,0,0,57.4,2757,94.41589585,7.4,1468,50.25693731,ESP,DF,Marseille,Ligue 1,32,7.4
1033,Diego González,0.05,970,33.1963001,83.9,61,1.26,731,25.00856458,0,1,0,75,24.5,780,26.68722165,6.83,1261,43.16546763,ESP,DF,Elche,La Liga,27,6.83
1034,Édgar González,0.12,1221,41.79513532,90.3,76.3,1.29,742,25.38540596,0.06,1249,42.75436793,100,41.9,2208,75.60808496,7.85,1648,56.42343268,ESP,DF,Betis,La Liga,25,7.85
1035,Giovanni González,0.24,1630,55.80678314,74.5,32,3.66,2139,73.24426173,0,1,0,60,28,1059,36.24528948,8.54,1882,64.43987667,URU,DF,Mallorca,La Liga,27,8.54
1036,Nicolás González,0.24,1630,55.80678314,90.2,70.5,2.5,1447,49.53751285,0.24,2059,70.50359712,75,54.4,2704,92.60020555,7.5,1507,51.59301131,ESP,MF,Barcelona,La Liga,20,7.5
1037,Nicolás González,0.76,2430,83.21342926,74.9,75.8,3.17,1862,63.75471052,0.53,2687,92.01781432,51.2,38.5,1961,67.14628297,4.58,544,18.60226105,ARG,FW,Fiorentina,Serie A,24,4.58
1038,Peter González,0.5,2119,72.55909558,84.2,50,3.33,1953,66.87221651,0,1,0,66.7,76.7,2885,98.80095923,10,2329,79.75334018,DOM,MFDF,Real Madrid,La Liga,19,10
1039,Roberto González,0,1,0,76.9,50,1.33,757,25.89928058,0,1,0,50,31.3,1370,46.89962316,2.67,182,6.200753683,ESP,FWMF,Betis,La Liga,21,2.67
1040,Charlie Goode,0,1,0,63.3,57.6,2.4,1378,47.17368962,0,1,0,71.4,32.6,1483,50.77081192,11.6,2697,92.3603974,ENG,DF,Brentford,Premier League,26,11.6
1041,Anthony Gordon,0.75,2420,82.87084618,66.7,34.1,2.17,1219,41.72661871,0.2,1901,65.09078452,51.2,29.4,1186,40.59609455,6.54,1146,39.22576225,ENG,MFFW,Everton,Premier League,21,6.54
1042,Kaide Gordon,0.1,1140,39.0202124,100,100,0,1,0,0,1,0,0,70,2864,98.08153477,0,1,0,ENG,FW,Liverpool,Premier League,17,0
1043,Leon Goretzka,0.77,2435,83.38472079,83.2,69.5,5.87,2766,94.72422062,0.45,2582,88.42069202,56.3,44.3,2353,80.57553957,10.6,2536,86.84480987,GER,MF,Bayern Munich,Bundesliga,27,10.6
1044,Gori,0,1,0,80,0,20,2913,99.76019185,0,1,0,0,50,2581,88.38643371,0,1,0,ESP,MF,Espanyol,La Liga,20,0
1045,Andoni Gorosabel,0,1,0,83.5,51.7,3.43,2025,69.33881466,0.16,1713,58.65022268,59.4,41.5,2180,74.64885235,8.15,1751,59.95203837,ESP,DF,Real Sociedad,La Liga,25,8.15
1046,Robin Gosens,0.78,2454,84.03562864,82.3,56,6.86,2841,97.2935937,0.2,1901,65.09078452,33.3,34.5,1647,56.38917437,6.47,1132,38.74614594,GER,DF,Atalanta,Serie A,27,6.47
1047,Robin Gosens,0.53,2173,74.40904419,80.4,45.5,4.74,2548,87.25590956,0.53,2687,92.01781432,100,42.1,2218,75.95066804,10,2329,79.75334018,GER,DF,Inter,Serie A,27,10
1048,Dan Gosling,0.56,2207,75.57382665,85.1,62.5,2.22,1250,42.78862624,0,1,0,0,26.1,898,30.72970195,11.1,2639,90.37341555,ENG,MF,Watford,Premier League,32,11.1
1049,Amine Gouiri,1.05,2677,91.67523124,77.8,59.2,2.45,1413,48.37273039,0.46,2595,88.86605002,52.8,34.1,1620,55.46420007,4.77,605,20.69201781,FRA,FWMF,Nice,Ligue 1,22,4.77
1050,Jeffrey Gouweleeuw,0.14,1299,44.46728332,73.4,56.3,2.66,1569,53.71702638,0.03,1120,38.33504625,63.2,28.5,1095,37.47858856,10.7,2567,87.9068174,NED,DF,Augsburg,Bundesliga,30,10.7
1051,Jonathan Gradit,0,1,0,89.8,74.6,5.43,2711,92.8400137,0.15,1680,57.51969853,68.4,48.5,2535,86.81055156,8.68,1932,66.15279205,FRA,DF,Lens,Ligue 1,29,8.68
1052,Jens Grahl,0,1,0,83.3,66.7,0,1,0,0,1,0,0,13,152,5.173004454,3,214,7.297019527,GER,GK,Eint Frankfurt,Bundesliga,33,3
1053,Alberto Grassi,0.08,1062,36.34806441,82.1,71.6,2.56,1520,52.0383693,0.08,1348,46.14594039,61.9,34,1609,55.08735868,12.6,2790,95.54642001,ITA,MF,Cagliari,Serie A,27,12.6
1054,Jaume Grau,0,1,0,50,0,0,1,0,0,1,0,0,4,62,2.089756766,0,1,0,ESP,MF,Osasuna,La Liga,25,0
1055,Andrew Gravillon,0.17,1391,47.61904762,76.6,59.9,2.83,1667,57.07434053,0.08,1348,46.14594039,41.7,28.5,1095,37.47858856,6.16,1050,35.93696471,FRA,DF,Reims,Ligue 1,24,6.16
1056,Demarai Gray,0.58,2235,76.53305927,71.9,48.8,1.73,964,32.99075026,0.23,2026,69.37307297,54.7,31.2,1365,46.72833162,5.46,843,28.84549503,ENG,MFFW,Everton,Premier League,25,5.46
1057,Adrian Grbi?,1.03,2670,91.43542309,63.1,33.3,1.03,636,21.75402535,0,1,0,50,12.9,146,4.967454608,3.97,377,12.88112367,AUT,FWMF,Lorient,Ligue 1,25,3.97
1058,Ivo Grbi?,0,1,0,67.4,46.6,0,1,0,0,1,0,100,11.8,129,4.385063378,3.52,302,10.3117506,CRO,GK,Lille,Ligue 1,26,3.52
1059,Jack Grealish,0.75,2420,82.87084618,86.5,76.3,3.85,2230,76.36176773,0.33,2352,80.54128126,57.6,48.8,2550,87.32442617,4.98,662,22.64474135,ENG,FW,Manchester City,Premier League,26,4.98
1060,Etienne Green,0,1,0,70.8,49.1,0,1,0,0,1,0,0,13.2,160,5.447070915,4.74,593,20.28091812,ENG,GK,Saint-Étienne,Ligue 1,21,4.74
1061,Julian Green,0.43,2013,68.92771497,75.6,34.4,2.56,1520,52.0383693,0,1,0,47.1,30.2,1282,43.88489209,7.52,1527,52.27817746,USA,MF,Greuther Fürth,Bundesliga,26,7.52
1062,Mason Greenwood,1.28,2801,95.92326139,78.8,57.3,2.55,1512,51.76430284,0.5,2651,90.78451524,58,37.7,1916,65.60465913,5.74,925,31.65467626,ENG,FWMF,Manchester Utd,Premier League,20,5.74
1063,Sam Greenwood,0,1,0,70.6,38.9,3.08,1818,62.24734498,0.77,2849,97.56766016,50,27.3,993,33.98424118,9.23,2140,73.27852004,ENG,MFFW,Leeds United,Premier League,20,9.23
1064,Michael Gregoritsch,1.03,2670,91.43542309,60.9,45.5,2.13,1190,40.73312778,0.06,1249,42.75436793,28,17.2,329,11.23672491,6.19,1056,36.14251456,AUT,FWMF,Augsburg,Bundesliga,28,6.19
1065,Dominik Greif,0,1,0,64.5,38.9,0,1,0,0,1,0,0,13,152,5.173004454,8,1698,58.13634806,SVK,GK,Mallorca,La Liga,25,8
1066,Clément Grenier,1.43,2847,97.49914354,75,50,0,1,0,0,1,0,0,50,2581,88.38643371,14.3,2850,97.60191847,FRA,MF,Mallorca,La Liga,31,14.3
1067,Sebastian Griesbeck,0,1,0,100,0,10,2880,98.62966769,0,1,0,0,0,1,0,10,2329,79.75334018,GER,MF,Union Berlin,Bundesliga,31,10
1068,Sebastian Griesbeck,0.07,1030,35.25179856,79.4,60.8,1.66,918,31.41486811,0,1,0,83.3,22.9,665,22.74751627,8.97,2046,70.05823912,GER,DFMF,Greuther Fürth,Bundesliga,31,8.97
1069,Antoine Griezmann,0,1,0,85.9,94.4,3.45,2036,69.71565605,0.34,2378,81.43199726,50,38.3,1948,66.70092497,3.1,231,7.879410757,FRA,FW,Barcelona,La Liga,31,3.1
1070,Antoine Griezmann,0.69,2360,80.81534772,78.9,54,2.34,1340,45.87187393,0.59,2757,94.41589585,59.4,31.8,1406,48.13292223,5.27,781,26.72147996,FRA,FWMF,Atlético Madrid,La Liga,31,5.27
1071,Vincenzo Grifo,0.58,2235,76.53305927,73.9,50.6,4.51,2484,85.06337787,0.65,2793,95.64919493,58.2,36,1796,61.49366221,7.47,1497,51.25042823,ITA,MFFW,Freiburg,Bundesliga,29,7.47
1072,Lennart Grill,0,1,0,68.9,36.4,0,1,0,0,1,0,0,17,314,10.72285029,5,663,22.67899966,GER,GK,Leverkusen,Bundesliga,23,5
1073,Florian Grillitsch,0.12,1221,41.79513532,89.8,85.6,5.06,2648,90.68174032,0.24,2059,70.50359712,50,46.7,2466,84.44672833,10.4,2490,85.26892771,AUT,DFMF,Hoffenheim,Bundesliga,26,10.4
1074,Arnaut Groeneveld,1.52,2871,98.32134293,74.7,42.3,1.46,824,28.19458719,0.49,2641,90.44193217,41.3,27.4,1004,34.36108256,4.09,420,14.3542309,NED,FW,Villarreal,La Liga,25,4.09
1075,Pascal Groß,0.31,1798,61.56217883,74.8,52.4,4.56,2498,85.54299418,0.31,2309,79.06817403,52.6,39.6,2040,69.85268928,8.14,1749,59.88352175,GER,MFDF,Brighton,Premier League,30,8.14
1076,Carlos Gruezo,0,1,0,80.8,71.8,2.13,1190,40.73312778,0.09,1391,47.61904762,50,23.1,676,23.12435766,8.7,1940,66.42685851,ECU,MF,Augsburg,Bundesliga,27,8.7
1077,Vicente Guaita,0,1,0,78.5,52.8,0,1,0,0,1,0,0,17.8,349,11.92189106,5.02,712,24.35765673,ESP,GK,Crystal Palace,Premier League,35,5.02
1078,Andrés Guardado,0.19,1465,50.15416238,83.7,70,4.45,2462,84.3096951,0.13,1583,54.19664269,66.7,47.3,2494,85.40596095,10.3,2470,84.58376156,MEX,MF,Betis,La Liga,35,10.3
1079,Sergi Guardiola,0.84,2523,86.39945187,69.5,55,1.11,660,22.57622473,0.32,2336,79.99314834,35,21.1,554,18.94484412,4.21,446,15.2449469,ESP,FW,Rayo Vallecano,La Liga,31,4.21
1080,Nemanja Gudelj,0.17,1391,47.61904762,89.8,77.4,1.72,959,32.81945872,0,1,0,0,42.5,2233,76.46454265,10.3,2470,84.58376156,SRB,MFDF,Sevilla,La Liga,30,10.3
1081,Gabriel Gudmundsson,0.4,1964,67.2490579,73.3,43.4,2.75,1626,55.66974991,0,1,0,53.8,38.5,1961,67.14628297,8.12,1740,59.57519699,SWE,DFMF,Lille,Ligue 1,23,8.12
1082,Noah Guede-Nadje,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,FRA,FW,Angers,Ligue 1,18,0
1083,Gonçalo Guedes,0.83,2504,85.74854402,65.8,50.9,3.38,1999,68.44809866,0.48,2622,89.79102432,51.9,33.3,1545,52.894827,5.38,817,27.95477903,POR,FWMF,Valencia,La Liga,25,5.38
1084,Marc Guéhi,0.14,1299,44.46728332,87.5,66.3,2.77,1640,56.14936622,0.06,1249,42.75436793,80,49.7,2575,88.18088386,9.5,2211,75.71085988,ENG,DF,Crystal Palace,Premier League,21,9.5
1085,Mattéo Guendouzi,0.54,2184,74.78588558,87.4,79.6,6.26,2806,96.09455293,0.34,2378,81.43199726,53.6,54.4,2704,92.60020555,7.09,1351,46.24871531,FRA,MF,Marseille,Ligue 1,23,7.09
1086,Yanis Guermouche,0,1,0,100,0,10,2880,98.62966769,0,1,0,100,50,2581,88.38643371,10,2329,79.75334018,FRA,MFFW,Montpellier,Ligue 1,21,10
1087,Raphaël Guerreiro,0.5,2119,72.55909558,85.4,58,7.34,2854,97.7389517,0.4,2499,85.57725248,46,56.8,2750,94.1760877,8.54,1882,64.43987667,POR,DF,Dortmund,Bundesliga,28,8.54
1088,Evann Guessand,0.82,2495,85.44021925,75,75,1.02,633,21.65125043,0.61,2768,94.79273724,62.5,20.4,518,17.71154505,4.29,463,15.82733813,FRA,FW,Nice,Ligue 1,20,4.29
1089,Ander Guevara,0,1,0,87.9,88.9,3.44,2028,69.44158959,0,1,0,100,46.6,2462,84.3096951,12.1,2753,94.27886262,ESP,MF,Real Sociedad,La Liga,24,12.1
1090,Lamine Gueye,1.13,2730,93.49092155,68.2,39.1,0.81,538,18.3967112,0.65,2793,95.64919493,54.5,32.6,1483,50.77081192,4.68,575,19.66426859,SEN,MFFW,Metz,Ligue 1,24,4.68
1091,Pape Gueye,0.24,1630,55.80678314,89.4,78.2,3.65,2134,73.0729702,0.12,1527,52.27817746,28.6,50.4,2615,89.55121617,8.29,1796,61.49366221,SEN,MF,Marseille,Ligue 1,23,8.29
1092,John Guidetti,0.65,2312,79.17094896,73.6,33.3,0.65,504,17.23192874,0.97,2881,98.663926,60,20.6,525,17.9513532,4.19,442,15.10791367,SWE,FWMF,Alavés,La Liga,30,4.19
1093,Josuha Guilavogui,0.2,1504,51.49023638,81.8,70.9,3.78,2199,75.29976019,0.14,1631,55.84104145,53.8,41.8,2199,75.29976019,10.8,2587,88.59198356,FRA,MFDF,Bordeaux,Ligue 1,31,10.8
1094,Josuha Guilavogui,0.19,1465,50.15416238,83.1,72.1,3.05,1795,61.45940391,0.1,1442,49.36622131,75,34,1609,55.08735868,14.6,2856,97.80746831,FRA,MFDF,Wolfsburg,Bundesliga,31,14.6
1095,Frederic Guilbert,0.18,1430,48.95512162,68.8,44.5,4.25,2406,82.39122987,0.21,1939,66.39260021,57.8,34.9,1677,57.4169236,7.04,1335,45.70058239,FRA,DF,Strasbourg,Ligue 1,27,7.04
1096,Hugo Guillamón,0.08,1062,36.34806441,82.4,72.8,3.44,2028,69.44158959,0.11,1478,50.59952038,50,29.3,1179,40.3562864,10.4,2490,85.26892771,ESP,MFDF,Valencia,La Liga,22,10.4
1097,Bruno Guimarães,0.11,1188,40.66461117,87.1,73.9,7.86,2863,98.04727646,0.44,2570,88.00959233,51.2,65.8,2847,97.49914354,7.53,1530,52.38095238,BRA,MF,Lyon,Ligue 1,24,7.53
1098,Bruno Guimarães,0.96,2620,89.72250771,86.3,82,2.96,1748,59.84926345,0.26,2139,73.24426173,53.1,45.1,2399,82.15142172,10.5,2517,86.19390202,BRA,MF,Newcastle Utd,Premier League,24,10.5
1099,Sehrou Guirassy,1.5,2867,98.1843097,80.5,76.9,0.97,601,20.55498458,0.09,1391,47.61904762,66.7,26.4,921,31.51764303,4.07,413,14.11442275,GUI,FW,Rennes,Ligue 1,26,4.07
1100,Péter Gulácsi,0,1,0,80.5,55.2,0.09,443,15.14217198,0.03,1120,38.33504625,0,20.6,525,17.9513532,5.33,803,27.47516273,HUN,GK,RB Leipzig,Bundesliga,32,5.33
1101,Manuel Gulde,0,1,0,83.3,72,2.06,1149,39.32853717,0,1,0,66.7,27.1,976,33.40184995,8.46,1851,63.37786913,GER,DF,Freiburg,Bundesliga,31,8.46
1102,Gerard Gumbau,0.19,1465,50.15416238,79.5,58.3,2.95,1743,59.67797191,0.33,2352,80.54128126,38.5,36.1,1803,61.73347037,7.81,1634,55.94381638,ESP,MF,Elche,La Liga,27,7.81
1103,Robert Gumny,0,1,0,75.4,55.6,2.5,1447,49.53751285,0.04,1178,40.32202809,46.9,24,732,25.04282288,8.89,2007,68.72216513,POL,DF,Augsburg,Bundesliga,23,8.89
1104,Ýlkay Gündoðan,0.87,2539,86.94758479,87.5,71.4,4.08,2340,80.13018157,0.34,2378,81.43199726,65.6,50.4,2615,89.55121617,6.41,1112,38.06097979,GER,MF,Manchester City,Premier League,31,6.41
1105,Angus Gunn,0,1,0,66.1,45.9,0,1,0,0,1,0,0,12.4,142,4.830421377,4.33,474,16.20417951,ENG,GK,Norwich City,Premier League,26,4.33
1106,Christian Günter,0.18,1430,48.95512162,70.1,43,3.44,2028,69.44158959,0.38,2454,84.03562864,36.1,30.2,1282,43.88489209,6.26,1075,36.7934224,GER,DF,Freiburg,Bundesliga,29,6.26
1107,Koray Günter,0.07,1030,35.25179856,83.6,73.8,3.28,1930,66.08427544,0,1,0,50,26.7,943,32.2713258,13.7,2835,97.08804385,GER,DF,Hellas Verona,Serie A,27,13.7
1108,Lasse Günther,0,1,0,74.6,78.6,3.89,2251,77.08119219,0,1,0,100,30.6,1313,44.94689962,7.22,1400,47.92737239,GER,DF,Augsburg,Bundesliga,19,7.22
1109,Jon Guridi,0.43,2013,68.92771497,73.8,75,2.17,1219,41.72661871,0,1,0,66.7,26.1,898,30.72970195,6.09,1030,35.25179856,ESP,MF,Real Sociedad,La Liga,27,6.09
1110,Malo Gusto,0,1,0,87,66,3.68,2144,73.41555327,0.24,2059,70.50359712,57.1,55.8,2737,93.7307297,8.71,1946,66.63240836,FRA,DF,Lyon,Ligue 1,19,8.71
1111,Raúl Guti,0.28,1748,59.84926345,83.9,68,3.2,1886,64.5769099,0.11,1478,50.59952038,45,36.9,1850,63.34361083,7.9,1669,57.14285714,ESP,MF,Elche,La Liga,25,7.9
1112,Marcos Mauro López Gutiérrez,0,1,0,47.6,44.4,0.67,510,17.43747859,0,1,0,0,5.33,75,2.535114765,5.33,803,27.47516273,ARG,DF,Cádiz,La Liga,31,5.33
1113,Miguel Gutiérrez,0,1,0,89.8,78.4,4.48,2473,84.68653649,0.69,2814,96.36861939,66.7,52.8,2673,91.53819801,5.52,857,29.32511134,ESP,DF,Real Madrid,La Liga,20,5.52
1114,Albert Gu?mundsson,0.15,1332,45.59780747,65.8,33.3,2.39,1372,46.96813977,0,1,0,50,28.5,1095,37.47858856,6.57,1152,39.43131209,ISL,FWMF,Genoa,Serie A,24,6.57
1115,Joko Gvardiol,0.26,1693,57.96505653,83.7,62.6,5.26,2681,91.81226447,0.19,1849,63.30935252,68.3,62.9,2822,96.64268585,10.9,2609,89.34566632,CRO,DF,RB Leipzig,Bundesliga,20,10.9
1116,Emmanuel Gyasi,0.42,1998,68.41384036,82.3,73.2,1.45,819,28.02329565,0.18,1815,62.14457006,57.9,29.1,1156,39.56834532,6.05,1022,34.9777321,GHA,FWDF,Spezia,Serie A,28,6.05
1117,Norbert Gyömbér,0.07,1030,35.25179856,77.9,60.2,2.39,1372,46.96813977,0,1,0,66.7,22.1,610,20.86330935,8.46,1851,63.37786913,SVK,DF,Salernitana,Serie A,29,8.46
1118,Erling Haaland,1.46,2863,98.04727646,71.7,60,1.7,946,32.37410072,0.66,2800,95.88900308,52.4,17.3,332,11.33949983,3.25,250,8.530318602,NOR,FW,Dortmund,Bundesliga,21,3.25
1119,Nicolas Haas,0.18,1430,48.95512162,78.4,55.6,4.59,2507,85.85131894,0.18,1815,62.14457006,40,35,1688,57.79376499,9.37,2183,74.75162727,SUI,MF,Empoli,Serie A,26,9.37
1120,Janik Haberer,0.33,1844,63.13806098,76.9,65.4,1.65,913,31.24357657,0,1,0,44.4,22.5,640,21.89105858,12.6,2790,95.54642001,GER,MF,Freiburg,Bundesliga,28,12.6
1121,Alexander Hack,0.22,1565,53.57999315,79.3,69.6,3.48,2053,70.29804728,0.17,1771,60.63720452,75,31.7,1398,47.85885577,13.8,2837,97.15656047,GER,DF,Mainz 05,Bundesliga,28,13.8
1122,Robin Hack,0.39,1954,66.90647482,72.4,49.4,3.22,1900,65.05652621,0.2,1901,65.09078452,49.2,34.4,1638,56.08084961,6.84,1263,43.23398424,GER,FWMF,Arminia,Bundesliga,23,6.84
1123,Munir El Haddadi,1.32,2814,96.36861939,77.4,53.8,1.89,1055,36.10825625,0.19,1849,63.30935252,33.3,24.2,750,25.65947242,6.42,1114,38.1294964,MAR,FWMF,Sevilla,La Liga,26,6.42
1124,André Hahn,0.86,2531,86.67351833,57.6,47.9,1.24,716,24.49468996,0.21,1939,66.39260021,37.9,15.5,252,8.598835218,4.89,637,21.78828366,GER,MFFW,Augsburg,Bundesliga,31,4.89
1125,Amadou Haidara,0.34,1861,63.72045221,83.2,76.7,6.12,2794,95.68345324,0.2,1901,65.09078452,78.3,44.6,2368,81.08941418,12.2,2761,94.55292909,MLI,MF,RB Leipzig,Bundesliga,24,12.2
