Rk,Player,SoT,Norm_SoT_Rk,SoT%,PasTotCmp%,PasLonCmp%,PasProg,PassProgRk,PassProg%,GCA,GCA_rk,GCA%,DriSucc%,Carries,Carries_rk,Carries%,Recov,Recov_rk,Recov%,Nation,Pos,Club,League,Age,Recov
1732,Liam McCarron,0,1,0,100,100,0,1,0,0,1,0,0,20,459,15.6903049,10,2329,79.75334018,SCO,FW,Leeds United,Premier League,21,10
1733,Alex McCarthy,0,1,0,61.8,36.2,0,1,0,0,1,0,0,14.3,205,6.988694758,3.59,318,10.85988352,ENG,GK,Southampton,Premier League,32,3.59
1734,John McGinn,0.44,2031,69.54436451,75,58.7,4.84,2573,88.11236725,0.15,1680,57.51969853,65.1,33.4,1553,53.16889346,8.4,1837,62.89825283,SCO,MF,Aston Villa,Premier League,27,8.4
1735,Weston McKennie,0.33,1844,63.13806098,76.8,75.4,2.5,1447,49.53751285,0,1,0,58.8,27.3,993,33.98424118,6.51,1140,39.0202124,USA,MF,Juventus,Serie A,23,6.51
1736,Stuart McKinstry,0,1,0,75,0,0,1,0,0,1,0,0,4,62,2.089756766,2,140,4.761904762,SCO,MF,Leeds United,Premier League,19,2
1737,Kenny McLean,0.2,1504,51.49023638,73.8,54.6,2.76,1635,55.97807468,0.07,1304,44.63857485,53.1,26.1,898,30.72970195,7.61,1561,53.44295992,SCO,MF,Norwich City,Premier League,30,7.61
1738,Dwight McNeil,0.43,2013,68.92771497,69.4,47.5,2.06,1149,39.32853717,0.14,1631,55.84104145,54.7,34.3,1633,55.90955807,7.88,1660,56.83453237,ENG,MF,Burnley,Premier League,22,7.88
1739,Scott McTominay,0.26,1693,57.96505653,85,80.7,3.74,2175,74.47756081,0.23,2026,69.37307297,73.3,39.8,2053,70.29804728,10.8,2587,88.59198356,SCO,MF,Manchester Utd,Premier League,25,10.8
1740,Gary Medel,0,1,0,89.6,76.7,1.88,1039,35.56012333,0.06,1249,42.75436793,76.9,37.2,1870,64.02877698,9.27,2152,73.68961973,CHI,DF,Bologna,Serie A,34,9.27
1741,Facundo Medina,0.07,1030,35.25179856,90.1,76.3,5.73,2749,94.14182939,0.07,1304,44.63857485,85,61.9,2816,96.43713601,9.31,2161,73.9979445,ARG,DF,Lens,Ligue 1,23,9.31
1742,Nathan de Medina,0.12,1221,41.79513532,71.7,40.3,1.16,685,23.43268243,0,1,0,16.7,24.9,809,27.68071257,7.21,1396,47.79033916,BEL,DF,Arminia,Bundesliga,24,7.21
1743,Ben Mee,0.2,1504,51.49023638,73.4,57.1,2.3,1310,44.8441247,0,1,0,66.7,23.2,681,23.29564919,11.9,2734,93.62795478,ENG,DF,Burnley,Premier League,32,11.9
1744,Admir Mehmedi,0,1,0,66.7,0,1,613,20.96608428,0,1,0,0,5,67,2.261048304,2,140,4.761904762,SUI,MF,Wolfsburg,Bundesliga,31,2
1745,Hannibal Mejbri,1.25,2778,95.13532032,81,0,0,1,0,0,1,0,50,32.5,1476,50.53100377,6.25,1068,36.55361425,TUN,FW,Manchester Utd,Premier League,19,6.25
1746,Farid El Melali,0,1,0,40,0,0,1,0,0,1,0,0,25,815,27.88626242,25,2904,99.45186708,ALG,FW,Angers,Ligue 1,24,25
1747,Filippo Melegoni,0.64,2305,78.9311408,69.5,43.1,3.03,1788,61.21959575,0.18,1815,62.14457006,45,30.8,1327,45.42651593,9.17,2120,72.59335389,ITA,FWMF,Genoa,Serie A,23,9.17
1748,Óscar Melendo,0,1,0,88.8,76.5,3.18,1867,63.92600206,0.09,1391,47.61904762,35.3,39.5,2031,69.54436451,6.82,1256,42.99417609,ESP,MFFW,Espanyol,La Liga,24,6.82
1749,Gonzalo Melero,0.48,2081,71.25727989,85.1,76.2,3.19,1880,64.37136005,0.27,2176,74.51181912,60,35.7,1767,60.50017129,6.7,1219,41.72661871,ESP,MF,Levante,La Liga,28,6.7
1750,Birger Meling,0.05,970,33.1963001,86.4,81.1,4.68,2538,86.91332648,0.34,2378,81.43199726,50,40.8,2146,73.48406989,6.21,1060,36.27954779,NOR,DF,Rennes,Ligue 1,27,6.21
1751,Arthur Melo,0,1,0,90.2,89.4,3.74,2175,74.47756081,0.09,1391,47.61904762,75,53.7,2694,92.25762247,10.6,2536,86.84480987,BRA,MF,Juventus,Serie A,25,10.6
1752,Houboulang Mendes,0.14,1299,44.46728332,82.6,58.8,1.96,1098,37.58136348,0.06,1249,42.75436793,39.5,29.5,1196,40.93867763,6.54,1146,39.22576225,FRA,DF,Lorient,Ligue 1,24,6.54
1753,Nuno Mendes,0.05,970,33.1963001,87.6,75.7,2.66,1569,53.71702638,0.27,2176,74.51181912,38,50,2581,88.38643371,7.77,1618,55.39568345,POR,DF,Paris S-G,Ligue 1,19,7.77
1754,Pedro Mendes,0,1,0,62.5,25,10,2880,98.62966769,0,1,0,0,25,815,27.88626242,10,2329,79.75334018,POR,DF,Montpellier,Ligue 1,31,10
1755,Thiago Mendes,0.19,1465,50.15416238,88.2,73.2,5.02,2644,90.54470709,0.14,1631,55.84104145,100,58.6,2773,94.96402878,10.5,2517,86.19390202,BRA,MFDF,Lyon,Ligue 1,30,10.5
1756,Tomás Mendes,0,1,0,80,100,0,1,0,0,1,0,0,20,459,15.6903049,10,2329,79.75334018,ESP,MF,Alavés,La Liga,17,10
1757,Brais Méndez,0.48,2081,71.25727989,79.3,63.4,3.87,2245,76.87564234,0.33,2352,80.54128126,47,40.2,2106,72.11373758,7.71,1596,54.64200069,ESP,MF,Celta Vigo,La Liga,25,7.71
1758,Édgar Méndez,0.45,2046,70.05823912,61.1,48.6,1.62,902,30.86673518,0.06,1249,42.75436793,45.7,21.4,568,19.42446043,5.98,988,33.81294964,ESP,FWMF,Alavés,La Liga,32,5.98
1759,Arial Mendy,0.34,1861,63.72045221,78.5,59.3,3.07,1814,62.11031175,0,1,0,28.6,38.4,1956,66.97499144,6.82,1256,42.99417609,SEN,DFFW,Clermont Foot,Ligue 1,27,6.82
1760,Batista Mendy,0.22,1565,53.57999315,86.7,71.8,3.25,1917,65.63891744,0.04,1178,40.32202809,58.1,39.7,2048,70.12675574,8.1,1733,59.33538883,FRA,MFDF,Angers,Ligue 1,22,8.1
1761,Benjamin Mendy,0,1,0,83.9,57.1,8.89,2873,98.38985954,0,1,0,50,76.7,2885,98.80095923,7.78,1620,55.46420007,FRA,DF,Manchester City,Premier League,27,7.78
1762,Edouard Mendy,0,1,0,83.2,56.9,0,1,0,0,1,0,0,15,228,7.776635834,3.85,363,12.40150737,SEN,GK,Chelsea,Premier League,30,3.85
1763,Ferland Mendy,0.31,1798,61.56217883,91.6,82.5,3.78,2199,75.29976019,0.16,1713,58.65022268,60.8,60.1,2803,95.99177801,7.1,1352,46.28297362,FRA,DF,Real Madrid,La Liga,26,7.1
1764,Nampalys Mendy,0.09,1103,37.75265502,92.6,83.8,1.83,1018,34.84069887,0.26,2139,73.24426173,37.5,48.3,2526,86.50222679,9.65,2253,77.1497088,SEN,MF,Leicester City,Premier League,29,9.65
1765,Gideon Mensah,0,1,0,81.5,51.1,3.43,2025,69.33881466,0.37,2435,83.38472079,67.7,43.9,2330,79.78759849,8.96,2040,69.85268928,GHA,DF,Bordeaux,Ligue 1,23,8.96
1766,Jorge Meré,0,1,0,86.7,79.6,4.81,2566,87.8725591,0,1,0,0,40,2065,70.70914697,11.3,2669,91.40116478,ESP,DF,Köln,Bundesliga,25,11.3
1767,Alex Meret,0,1,0,89.1,75,0,1,0,0,1,0,0,14.2,203,6.920178143,2.9,205,6.988694758,ITA,GK,Napoli,Serie A,25,2.9
1768,Fran Mérida,0,1,0,67.8,45.5,5,2607,89.27714971,0,1,0,71.4,45.3,2406,82.39122987,13,2808,96.16306954,ESP,MF,Espanyol,La Liga,32,13
1769,Mikel Merino,0.47,2070,70.88043851,77.8,59.3,5.58,2732,93.55943816,0.31,2309,79.06817403,56.8,45.4,2413,82.63103803,10.6,2536,86.84480987,ESP,MF,Real Sociedad,La Liga,25,10.6
1770,Quentin Merlin,0.19,1465,50.15416238,76.2,52.8,5.89,2769,94.82699555,0.28,2207,75.57382665,58.8,44.8,2374,81.29496403,6.78,1247,42.68585132,FRA,DF,Nantes,Ligue 1,20,6.78
1771,Martín Merquelanz,0,1,0,71,41.7,3.68,2144,73.41555327,0,1,0,58.3,35.3,1730,59.23261391,7.89,1665,57.00582391,ESP,FW,Rayo Vallecano,La Liga,26,7.89
1772,Yýldýrým Mert Çetin,0,1,0,75.8,66.7,6,2777,95.10106201,0,1,0,0,38,1931,66.11853374,10,2329,79.75334018,TUR,DF,Hellas Verona,Serie A,25,10
1773,Dries Mertens,1.23,2773,94.96402878,74.9,53.8,3.38,1999,68.44809866,0.58,2749,94.14182939,54.5,30.6,1313,44.94689962,4.09,420,14.3542309,BEL,FWMF,Napoli,Serie A,35,4.09
1774,Illan Meslier,0,1,0,73.2,42.9,0,1,0,0,1,0,100,21,545,18.63651936,4.28,461,15.75882151,FRA,GK,Leeds United,Premier League,22,4.28
1775,Lionel Messi,1.17,2746,94.03905447,84.9,73.5,10.2,2908,99.58890031,1,2883,98.73244262,64.8,66.3,2852,97.67043508,4.85,622,21.27440904,ARG,FWMF,Paris S-G,Ligue 1,34,4.85
1776,Junior Messias,1.07,2690,92.12058924,67.5,44.6,2.96,1748,59.84926345,0.19,1849,63.30935252,48.3,33.5,1559,53.3744433,7.3,1427,48.85234669,BRA,FWMF,Milan,Serie A,31,7.3
1777,Thomas Meunier,0.38,1935,66.25556697,78,54.2,6.73,2836,97.12230216,0.45,2582,88.42069202,68.8,53,2682,91.84652278,10.8,2587,88.59198356,BEL,DF,Dortmund,Bundesliga,30,10.8
1778,Mexer,0.07,1030,35.25179856,84.8,70,1.4,791,27.06406304,0,1,0,50,39.6,2040,69.85268928,8.38,1831,62.69270298,MOZ,DF,Bordeaux,Ligue 1,33,8.38
1779,Marco Meyerhöfer,0.08,1062,36.34806441,74.6,50,4.03,2319,79.41075711,0.04,1178,40.32202809,54.1,29,1148,39.29427886,9.49,2210,75.67660158,GER,DF,Greuther Fürth,Bundesliga,26,9.49
1780,Matt Miazga,0.32,1822,62.38437821,78.4,62.1,1.29,742,25.38540596,0,1,0,0,20.2,510,17.43747859,8.39,1835,62.82973621,USA,DF,Alavés,La Liga,26,8.39
1781,Kingsley Michael,1.25,2778,95.13532032,85.7,83.3,2.5,1447,49.53751285,0,1,0,0,30,1241,42.48030147,7.5,1507,51.59301131,NGA,MF,Bologna,Serie A,22,7.5
1782,Sven Michel,0.79,2462,84.3096951,66.9,68.8,2.11,1174,40.18499486,1.05,2891,99.00650908,23.1,28.7,1116,38.19801302,7.63,1568,53.68276807,GER,FW,Union Berlin,Bundesliga,31,7.63
1783,Edouard Michut,0,1,0,94.5,100,0,1,0,1.25,2899,99.28057554,33.3,65,2837,97.15656047,3.75,342,11.68208291,FRA,MF,Paris S-G,Ligue 1,19,3.75
1784,Miguel,0.43,2013,68.92771497,69.8,36.4,0.43,461,15.75882151,0.33,2352,80.54128126,43.5,20.3,513,17.54025351,4.13,427,14.59403905,ESP,FWMF,Alavés,La Liga,22,4.13
1785,Valentin Mihaila,1.25,2778,95.13532032,51.4,0,0,1,0,0,1,0,0,37.5,1897,64.95375128,8.75,1956,66.97499144,ROU,FWMF,Atalanta,Serie A,22,8.75
1786,Mikael,0,1,0,64.7,50,0,1,0,0,1,0,0,20,459,15.6903049,2,140,4.761904762,BRA,FWMF,Salernitana,Serie A,23,2
1787,Hilmir Mikaelsson,0,1,0,100,0,0,1,0,0,1,0,0,5,67,2.261048304,0,1,0,ISL,FW,Venezia,Serie A,18,0
1788,Georges Mikautadze,0,1,0,0,0,0,1,0,0,1,0,0,3,56,1.88420692,0,1,0,GEO,FW,Metz,Ligue 1,21,0
1789,William Mikelbrencis,0.15,1332,45.59780747,70.4,33.3,3.38,1999,68.44809866,0,1,0,37.5,34.1,1620,55.46420007,6.03,1018,34.84069887,FRA,DF,Metz,Ligue 1,18,6.03
1790,Nikola Milenkovi?,0.28,1748,59.84926345,89.8,81.7,2.74,1615,55.29290853,0.03,1120,38.33504625,66.7,47,2474,84.72079479,10.6,2536,86.84480987,SRB,DF,Fiorentina,Serie A,24,10.6
1791,Arkadiusz Milik,1.21,2762,94.58718739,80.7,80,1.27,735,25.14559781,0.38,2454,84.03562864,37.5,19.2,417,14.25145598,2.93,208,7.091469681,POL,FW,Marseille,Ligue 1,28,2.93
1792,Sergej Milinkovi?-Savi?,0.9,2563,87.76978417,81.9,64.9,4.94,2596,88.90030832,0.44,2570,88.00959233,49.4,57.7,2762,94.58718739,6.92,1285,43.98766701,SRB,MF,Lazio,Serie A,27,6.92
1793,Vanja Milinkovi?-Savi?,0,1,0,52,36.4,0,1,0,0.07,1304,44.63857485,100,22.5,640,21.89105858,5.15,746,25.52243919,SRB,GK,Torino,Serie A,25,5.15
1794,Éder Militão,0.24,1630,55.80678314,89.2,76.2,2.11,1174,40.18499486,0.15,1680,57.51969853,57.1,46.3,2443,83.65878726,8.99,2054,70.33230558,BRA,DF,Real Madrid,La Liga,24,8.99
1795,Luka Milivojevi?,0,1,0,79.8,66.7,3.95,2270,77.73210003,0.12,1527,52.27817746,66.7,32.9,1511,51.73004454,11.2,2653,90.85303186,SRB,MF,Crystal Palace,Premier League,31,11.2
1796,Luis Milla,0.1,1140,39.0202124,79.4,56.8,4.85,2578,88.28365879,0.23,2026,69.37307297,64.7,35.6,1754,60.05481329,10.1,2422,82.9393628,ESP,MF,Granada,La Liga,27,10.1
1797,Pere Milla,0.77,2435,83.38472079,73.2,50.7,1.91,1073,36.72490579,0.27,2176,74.51181912,46.2,29.7,1215,41.58958547,7.1,1352,46.28297362,ESP,FWMF,Elche,La Liga,29,7.1
1798,Enzo Millot,0,1,0,80,100,6.67,2827,96.81397739,1.67,2909,99.62315862,0,46.7,2466,84.44672833,8.33,1813,62.07605344,FRA,MF,Stuttgart,Bundesliga,19,8.33
1799,James Milner,0.21,1541,52.75779376,83.2,68.3,7.89,2865,98.11579308,0.11,1478,50.59952038,60,56.7,2747,94.07331278,11.5,2686,91.98355601,ENG,MFDF,Liverpool,Premier League,36,11.5
1800,Santi Mina,0.8,2478,84.85782802,67.6,64.2,1.41,795,27.20109627,0.27,2176,74.51181912,43.5,19.7,448,15.31346351,5.17,752,25.72798904,ESP,FW,Celta Vigo,La Liga,26,5.17
1801,Yerry Mina,0.11,1188,40.66461117,81.9,73.2,1.28,737,25.21411442,0,1,0,0,26.2,908,31.07228503,9.04,2073,70.98321343,COL,DF,Everton,Premier League,27,9.04
1802,Takumi Minamino,1.9,2899,99.28057554,84,28.6,2.86,1686,57.72524837,0.48,2622,89.79102432,16.7,36.7,1831,62.69270298,4.29,463,15.82733813,JPN,FWMF,Liverpool,Premier League,27,4.29
1803,Tyrone Mings,0.14,1299,44.46728332,80.5,58.9,2.12,1186,40.59609455,0.11,1478,50.59952038,81.8,31,1346,46.07742378,8.87,2000,68.48235697,ENG,DF,Aston Villa,Premier League,29,8.87
1804,Óscar Mingueza,0.1,1140,39.0202124,87.1,67.7,3.64,2128,72.86742035,0.1,1442,49.36622131,83.3,60.9,2809,96.19732785,6.67,1184,40.52757794,ESP,DF,Barcelona,La Liga,23,6.67
1805,Rafa Mir,1.09,2707,92.70298047,68.8,53.8,0.85,555,18.97910243,0.25,2095,71.7368962,56,14.4,208,7.091469681,3.53,303,10.34600891,ESP,FW,Sevilla,La Liga,24,3.53
1806,Jorge Miramón,0.09,1103,37.75265502,76.5,53.1,3.82,2217,75.91640973,0.14,1631,55.84104145,64.3,31,1346,46.07742378,7.41,1472,50.39397054,ESP,DF,Levante,La Liga,32,7.41
1807,Aleksei Miranchuk,0.47,2070,70.88043851,82.8,60,4.88,2585,88.52346694,0.93,2876,98.49263446,51.6,47.4,2500,85.61151079,6.74,1230,42.10346009,RUS,MFFW,Atalanta,Serie A,26,6.74
1808,Juan Miranda,0.23,1599,54.74477561,76.5,41.1,4.02,2313,79.20520726,0.34,2378,81.43199726,28.6,37.9,1926,65.94724221,7.82,1636,56.01233299,ESP,DF,Betis,La Liga,22,7.82
1809,Fabio Miretti,0,1,0,82.7,75.8,5,2607,89.27714971,0.28,2207,75.57382665,0,31.4,1377,47.13943131,7.5,1507,51.59301131,ITA,MF,Juventus,Serie A,18,7.5
1810,Tyrick Mitchell,0.03,927,31.72319287,72.9,37.3,3.86,2243,76.80712573,0.14,1631,55.84104145,51.7,36.6,1826,62.52141144,9.16,2119,72.55909558,ENG,DF,Crystal Palace,Premier League,22,9.16
1811,Stefan Mitrovi?,0.03,927,31.72319287,78.5,61,0.84,551,18.8420692,0,1,0,66.7,17.1,324,11.06543337,9.05,2074,71.01747174,SRB,DF,Getafe,La Liga,32,9.05
1812,Maximilian Mittelstädt,0,1,0,68.6,45,4.46,2464,84.37821172,0.48,2622,89.79102432,60.9,35.8,1778,60.87701268,8.19,1762,60.32887975,GER,DFFW,Hertha BSC,Bundesliga,25,8.19
1813,Henrikh Mkhitaryan,0.54,2184,74.78588558,82.7,79.1,4.04,2325,79.61630695,0.43,2550,87.32442617,49.2,36.1,1803,61.73347037,9.53,2219,75.98492634,ARM,MFFW,Roma,Serie A,33,9.53
1814,Jakub Moder,0.32,1822,62.38437821,73.2,57.3,3.54,2073,70.98321343,0.21,1939,66.39260021,41.2,36,1796,61.49366221,7.72,1604,54.91606715,POL,MFFW,Brighton,Premier League,23,7.72
1815,Anthony Modeste,1.48,2866,98.15005139,65.6,51.2,0.79,534,18.25967797,0.17,1771,60.63720452,45,13.6,180,6.132237067,2.9,205,6.988694758,FRA,FW,Köln,Bundesliga,34,2.9
1816,Marco Modolo,0.23,1599,54.74477561,81.7,66.7,0.68,519,17.74580336,0,1,0,100,24.1,741,25.35114765,6.59,1160,39.70537855,ITA,DF,Venezia,Serie A,33,6.59
1817,Luka Modri?,0.44,2031,69.54436451,88.1,78.8,7.21,2851,97.63617677,0.49,2641,90.44193217,63.4,64,2829,96.882494,7.08,1346,46.07742378,CRO,MF,Real Madrid,La Liga,36,7.08
1818,Terem Moffi,0.66,2327,79.68482357,74.5,65.5,1.33,757,25.89928058,0.33,2352,80.54128126,56.9,19.9,456,15.58752998,3.69,329,11.23672491,NGA,FW,Lorient,Ligue 1,23,3.69
1819,Kevin Möhwald,0.51,2145,73.44981158,79.8,75,3.08,1818,62.24734498,0,1,0,33.3,38.5,1961,67.14628297,12.8,2797,95.78622816,GER,MF,Union Berlin,Bundesliga,28,12.8
1820,Dion Moise Sahi,1.43,2847,97.49914354,92.9,100,3.57,2083,71.32579651,0,1,0,16.7,35,1688,57.79376499,8.57,1893,64.81671805,CIV,FWMF,Strasbourg,Ligue 1,20,8.57
1821,Johan Mojica,0.13,1255,42.95991778,76.4,50.1,3.75,2178,74.58033573,0.25,2095,71.7368962,33.8,45.2,2404,82.32271326,9.27,2152,73.68961973,COL,DF,Elche,La Liga,29,9.27
1822,Clinton Mola,0,1,0,91.7,83.3,3.85,2230,76.36176773,0,1,0,100,78.5,2890,98.97225077,10.8,2587,88.59198356,ENG,DF,Stuttgart,Bundesliga,21,10.8
1823,Jorge Molina,1.01,2663,91.19561494,64.7,52.5,2.06,1149,39.32853717,0.23,2026,69.37307297,31.3,17.6,344,11.75059952,3.67,326,11.13394998,ESP,FW,Granada,La Liga,40,3.67
1824,Nahuel Molina,0.55,2198,75.26550188,71,43.7,3.69,2153,73.72387804,0.24,2059,70.50359712,53.8,31,1346,46.07742378,7.58,1551,53.10037684,ARG,DF,Udinese,Serie A,24,7.58
1825,Cristian Molinaro,0,1,0,76.2,53,4.1,2349,80.43850634,0.16,1713,58.65022268,100,34.9,1677,57.4169236,7.38,1460,49.98287085,ITA,DF,Venezia,Serie A,38,7.38
1826,Florent Mollet,0.58,2235,76.53305927,80.9,54.4,2.74,1615,55.29290853,0.21,1939,66.39260021,43.9,35,1688,57.79376499,6.16,1050,35.93696471,FRA,FWMF,Montpellier,Ligue 1,30,6.16
1827,Jon Moncayola,0.37,1923,65.84446728,77.9,59.1,3.12,1840,63.00102775,0.12,1527,52.27817746,64.7,29.4,1186,40.59609455,8.61,1905,65.22781775,ESP,MF,Osasuna,La Liga,24,8.61
1828,Monchu,0.14,1299,44.46728332,82.6,71,3.92,2261,77.42377527,0,1,0,44.4,37,1858,63.61767729,11.1,2639,90.37341555,ESP,MF,Granada,La Liga,22,11.1
1829,Thomas Monconduit,0.48,2081,71.25727989,78.5,67.5,5.56,2730,93.49092155,0.16,1713,58.65022268,63.2,37.9,1926,65.94724221,10,2329,79.75334018,FRA,MF,Lorient,Ligue 1,31,10
1830,Gonzalo Montiel,0.08,1062,36.34806441,77.7,47.4,3.73,2169,74.27201096,0.25,2095,71.7368962,55.6,40.3,2115,72.42206235,8.73,1953,66.87221651,ARG,DF,Sevilla,La Liga,25,8.73
1831,Lorenzo Montipò,0,1,0,56,41.7,0,1,0,0,1,0,100,14.4,208,7.091469681,4.41,490,16.75231244,ITA,GK,Hellas Verona,Serie A,26,4.41
1832,Ángel Montoro,0.27,1721,58.92428914,75.3,56.3,3.85,2230,76.36176773,0.2,1901,65.09078452,60,32.1,1438,49.22918808,7.91,1671,57.21137376,ESP,MF,Granada,La Liga,33,7.91
1833,Martín Montoya,0.34,1861,63.72045221,81.8,56.3,2.76,1635,55.97807468,0.17,1771,60.63720452,0,35.2,1719,58.85577252,8.1,1733,59.33538883,ESP,DF,Betis,La Liga,31,8.1
1834,Wesley Moraes,0,1,0,100,0,1,613,20.96608428,0,1,0,0,1,23,0.7536827681,0,1,0,BRA,FW,Aston Villa,Premier League,25,0
1835,Álvaro Morata,0.9,2563,87.76978417,75.4,66.7,1.68,939,32.13429257,0.47,2604,89.17437479,44.4,27.7,1034,35.38883179,4.57,539,18.43096951,ESP,FW,Juventus,Serie A,29,4.57
1836,Jan Morávek,0,1,0,71.4,55.3,2.88,1704,58.34189791,0,1,0,62.5,21.7,582,19.90407674,11.2,2653,90.85303186,CZE,MF,Augsburg,Bundesliga,32,11.2
1837,Jon Morcillo,0,1,0,58.8,0,3.33,1953,66.87221651,0,1,0,0,51.7,2645,90.5789654,18.3,2882,98.69818431,ESP,MF,Athletic Club,La Liga,23,18.3
1838,Jérémy Morel,0,1,0,85.5,67.2,1.19,699,23.91229873,0,1,0,66.7,34.2,1625,55.63549161,8.96,2040,69.85268928,MAD,DF,Lorient,Ligue 1,38,8.96
1839,Alberto Moreno,0.74,2409,82.4940048,80.3,60.2,2.79,1650,56.4919493,0.22,1991,68.1740322,53.3,39.6,2040,69.85268928,6.62,1167,39.94518671,ESP,MFDF,Villarreal,La Liga,29,6.62
1840,Álex Moreno,0.3,1786,61.15107914,74,41,3.33,1953,66.87221651,0.37,2435,83.38472079,45,37.7,1916,65.60465913,9.44,2197,75.23124358,ESP,DF,Betis,La Liga,28,9.44
1841,Gerard Moreno,0.98,2633,90.16786571,68.4,66.7,4.47,2470,84.58376156,0.45,2582,88.42069202,63,37.6,1905,65.22781775,3.71,334,11.40801644,ESP,FW,Villarreal,La Liga,30,3.71
1842,Tete Morente,0.44,2031,69.54436451,70.1,52.5,2.54,1502,51.42171977,0.22,1991,68.1740322,44.3,32.1,1438,49.22918808,7.18,1387,47.48201439,ESP,MFFW,Elche,La Liga,25,7.18
1843,Ilaix Moriba,2.5,2912,99.72593354,85,100,5,2607,89.27714971,0,1,0,0,60,2791,95.58067831,5,663,22.67899966,GUI,MF,RB Leipzig,Bundesliga,19,5
1844,Ilaix Moriba,0.55,2198,75.26550188,77.2,57.5,2.86,1686,57.72524837,0,1,0,50,30.8,1327,45.42651593,10,2329,79.75334018,GUI,MF,Valencia,La Liga,19,10
1845,Manu Morlanes,0.16,1358,46.48852347,87.3,61.8,4.57,2500,85.61151079,0.39,2483,85.02911956,84.6,38.7,1975,67.62589928,11,2622,89.79102432,ESP,MF,Espanyol,La Liga,23,11
1846,Raúl Moro,0.45,2046,70.05823912,86.2,50,1.36,775,26.51593011,0.91,2872,98.35560123,44.4,40.9,2153,73.72387804,5.91,977,33.43610826,ESP,FW,Lazio,Serie A,19,5.91
1847,Loren Morón,0.32,1822,62.38437821,60,58.3,0.32,455,15.55327167,0.16,1713,58.65022268,33.3,13.2,160,5.447070915,3.81,353,12.05892429,ESP,FWMF,Espanyol,La Liga,28,3.81
1848,Loren Morón,0,1,0,0,0,0,1,0,0,1,0,0,1,23,0.7536827681,0,1,0,ESP,FW,Betis,La Liga,28,0
1849,Tyler Morton,0,1,0,86.5,66.7,4.29,2413,82.63103803,0,1,0,0,38.6,1968,67.38609113,18.6,2885,98.80095923,ENG,MF,Liverpool,Premier League,19,18.6
1850,Cristhian Mosquera,0,1,0,88.2,71.4,2.5,1447,49.53751285,0,1,0,0,21.3,562,19.21891059,5.83,956,32.7166838,COL,DF,Valencia,La Liga,17,5.83
1851,Lebo Mothiba,0.34,1861,63.72045221,85,57.1,0.52,479,16.37547105,0.17,1771,60.63720452,33.3,23.3,689,23.56971566,2.59,179,6.09797876,RSA,FWMF,Troyes,Ligue 1,26,2.59
1852,Lebo Mothiba,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,RSA,FW,Strasbourg,Ligue 1,26,0
1853,Andrei Motoc,0,1,0,81.8,63.6,0,1,0,0,1,0,0,20,459,15.6903049,4,384,13.12093183,ROU,DF,Salernitana,Serie A,20,4
1854,Baptiste Mouazan,0,1,0,78.1,33.3,1.82,1007,34.46385749,0,1,0,100,23.6,705,24.11784858,5.45,838,28.67420349,FRA,MF,Lorient,Ligue 1,20,5.45
1855,Aimen Moueffek,0.21,1541,52.75779376,87.1,77.1,3.96,2275,77.90339157,0,1,0,38.9,46.3,2443,83.65878726,12.1,2753,94.27886262,FRA,MF,Saint-Étienne,Ligue 1,21,12.1
1856,Youssoufa Moukoko,1.2,2759,94.48441247,83.7,75,0.8,536,18.32819459,0.4,2499,85.57725248,14.3,20.8,535,18.29393628,6.8,1249,42.75436793,GER,FW,Dortmund,Bundesliga,17,6.8
1857,Harold Moukoudi,0,1,0,90.7,85.1,1.84,1023,35.01199041,0,1,0,62.5,36.9,1850,63.34361083,7.78,1620,55.46420007,CMR,DF,Saint-Étienne,Ligue 1,24,7.78
1858,Jessy Moulin,0,1,0,70,49.3,0,1,0,0,1,0,0,12.9,146,4.967454608,5,663,22.67899966,FRA,GK,Troyes,Ligue 1,36,5
1859,Steve Mounié,0.93,2590,88.69475848,62.2,51.1,2.14,1198,41.00719424,0.35,2403,82.28845495,42.1,18.4,380,12.9838986,4.79,608,20.79479274,BEN,FW,Brest,Ligue 1,27,4.79
1860,Mason Mount,1.03,2670,91.43542309,77.9,46,4.64,2527,86.5364851,0.57,2740,93.83350462,47.8,43.6,2309,79.06817403,5.51,853,29.18807811,ENG,MFFW,Chelsea,Premier League,23,5.51
1861,Lucas Moura,0.56,2207,75.57382665,75.3,45.6,4.16,2372,81.22644741,0.46,2595,88.86605002,54.8,38.3,1948,66.70092497,7.06,1341,45.90613224,BRA,FWMF,Tottenham,Premier League,29,7.06
1862,Lys Mousset,0.56,2207,75.57382665,81.3,100,2.22,1250,42.78862624,0.56,2727,93.38814663,44.4,25.6,868,29.70195272,5.56,868,29.70195272,FRA,FWMF,Salernitana,Serie A,26,5.56
1863,João Moutinho,0.21,1541,52.75779376,84.3,71.6,4.18,2383,81.6032888,0.12,1527,52.27817746,68,43.8,2323,79.54779034,10.8,2587,88.59198356,POR,MF,Wolves,Premier League,35,10.8
1864,Samuel Moutoussamy,0.36,1906,65.26207605,84.7,67.4,2.2,1239,42.41178486,0.12,1527,52.27817746,53.8,33,1524,52.17540254,9.05,2074,71.01747174,COD,MF,Nantes,Ligue 1,25,9.05
